;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;38;;;;;2;;;4;;;2;;;1;4;3;;1;;;;3;;;4;;;3;;;3;;;2;3;2;1;;;;;;;;;;;;;
2;В них обучающихся, чел.;161;;;;;6;;;14;;;10;;;2;20;13;;8;;;;11;;;14;;;12;;;11;;;5;19;12;4;;;;;;;;161;5;152;;;
3;Число классов для слабослышащих и позднооглохших, ед.;37;;;;;4;;;4;;;4;;;2;3;5;;;1;1;1;3;;;1;;;3;;;2;;;1;;1;;1;;;;;;;;;;;;
4;В них обучающихся, чел.;172;;;;;14;;;14;;;20;;;6;21;25;;;6;1;5;15;;;6;;;17;;;11;;;5;;5;;1;;;;;;;172;3;166;;;
5;Число классов для слепых, ед.;5;;;;;;1;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;18;;;;;;4;;8;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;18;;18;;;
7;слабовидящих и поздноослепших;5;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;5;;5;;;
8;Число классов для слабовидящих и поздноослепших, ед.;37;;1;1;1;3;1;;3;;;3;;;3;;1;2;;1;2;1;2;;;1;;;2;;;2;;;;2;3;2;;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;272;;1;13;7;27;8;;25;;;25;;;43;;12;10;;13;10;1;16;;;7;;;10;;;15;;;;7;20;2;;;;;;;;272;1;111;;;
10;cлепых;26;;;;;6;;;1;;;2;;;;;;1;;;;;7;;;3;;;;;;1;;;;1;4;;;;;;;;;26;;26;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;54;7;8;9;12;2;4;3;4;1;;1;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;В них обучающихся, чел.;504;62;78;80;103;22;44;30;43;13;;6;;;22;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;504;;34;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;136;6;7;8;5;;1;;;;;2;;;1;;;19;8;21;17;15;;;;;;;;;;;;;;;;12;14;;;;;;;;;;;;
14;В них обучающихся, чел.;488;37;48;37;30;;1;;;;;2;;;3;;;56;46;63;57;44;;;;;;;;;;;;;;;;32;32;;;;;;;488;8;178;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;122;9;12;11;19;3;10;6;9;1;;13;1;1;7;1;;4;9;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;961;66;76;82;122;36;114;70;93;15;;119;13;8;70;13;;25;33;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;961;;133;;;4
