;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);154245;2387;;126797;3;60725;1
2;Образовательные программы начального общего образования;64047;499;;52948;1;23925;
3;из них адаптированные;3767;24;;2545;1;959;
4;в том числе:           для глухих;30;;;;;;
5;для слабослышащих и позднооглохших;44;;;39;;36;
6;для слепых;11;;;1;;;
7;для слабовидящих;101;;;54;;13;
8;с тяжелыми нарушениями речи;669;7;;469;;243;
9;с нарушениями опорно-двигательного аппарата;53;2;;37;;15;
10;с задержкой психического развития;2819;15;;1931;1;643;
11;с расстройствами аутистического спектра;40;;;14;;9;
12;Образовательные программы основного общего образования;74338;1322;25;63095;2;31424;1
13;из них адаптированные;5092;81;;3434;2;1155;
14;в том числе:           для глухих;28;;;1;;;
15;для слабослышащих и позднооглохших;56;;;55;;49;
16;для слепых;14;;;;;;
17;для слабовидящих;106;;;55;;9;
18;с тяжелыми нарушениями речи;194;;;117;;52;
19;с нарушениями опорно-двигательного аппарата;50;;;38;;16;
20;с задержкой психического развития;4625;81;;3158;1;1023;
21;с расстройствами аутистического спектра;19;;;10;1;6;
22;Образовательные программы среднего общего образования;11404;543;15;9619;;5174;
23;из них адаптированные;19;;;9;;8;
24;в том числе:           для глухих;2;;;;;;
25;для слабослышащих и позднооглохших;4;;;4;;4;
26;для слепых;2;;;;;;
27;для слабовидящих;2;;;1;;;
28;с тяжелыми нарушениями речи;1;;;1;;1;
29;с нарушениями опорно-двигательного аппарата;5;;;3;;2;
30;с задержкой психического развития;2;;;;;;
31;с расстройствами аутистического спектра;1;;;;;1;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);4456;23;;1135;;202;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);25;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;18;;;;;;
35;основного общего образования (из строки 12);39;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;20;;;;;;
37;среднего общего образования (из строки 22);72;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);1;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
