;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;6326;1340;501;233;1601;610;276;9;6;;3376;1207;301;105;59;27;1
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;9;;;;;;;;;;9;2;9;;;;
3;6 лет;8;;;;;;;;;;8;3;8;;;;
4;7 лет;200;116;50;105;;;;;;;84;28;81;2;5;4;
5;8 лет;401;202;81;91;;;;;;;199;56;110;1;11;7;
6;9 лет;557;327;119;37;;;;;;;230;68;13;2;3;2;1
7;10 лет;672;336;127;;8;3;6;;;;328;106;4;2;6;2;
8;11 лет;704;282;104;;78;37;71;;;;344;118;5;2;7;4;
9;12 лет;700;72;20;;258;92;141;;;;370;140;7;5;7;4;
10;13 лет;688;4;;;308;119;54;;;;376;127;1;2;6;1;
11;14 лет;759;1;;;376;133;4;;;;382;148;5;7;7;1;
12;15 лет;790;;;;381;157;;;;;409;155;4;7;5;2;
13;16 лет;417;;;;146;54;;;;;271;93;8;7;2;;
14;17 лет;208;;;;41;13;;1;1;;166;62;6;22;;;
15;18 лет;67;;;;5;2;;2;;;60;23;4;3;;;
16;19 лет;34;;;;;;;3;3;;31;14;8;3;;;
17;20 лет;15;;;;;;;3;2;;12;9;5;1;;;
18;21 год;7;;;;;;;;;;7;4;4;2;;;
19;22 года;4;;;;;;;;;;4;1;;1;;;
20;23 года;1;;;;;;;;;;1;;;;;;
21;24 года;2;;;;;;;;;;2;;;;;;
22;25 лет;5;;;;;;;;;;5;4;;2;;;
23;26 лет;4;;;;;;;;;;4;3;;;;;
24;27 лет;2;;;;;;;;;;2;2;1;1;;;
25;28 лет;4;;;;;;;;;;4;2;;;;;
26;29 лет;6;;;;;;;;;;6;3;1;2;;;
27;30–34 года;13;;;;;;;;;;13;6;1;4;;;
28;35–39 лет;18;;;;;;;;;;18;9;3;9;;;
29;40 лет и старше;31;;;;;;;;;;31;21;13;18;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
