;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3064;247;312;365;400;332;332;342;370;351;10;2;1;;;;;;;
2;В них обучающихся (всего), чел.;61548;5182;6566;7718;8537;6603;6567;6487;7028;6625;192;39;4;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;;;;;1;;;;;;;;;;1;;1;;
4;слабослышащие;23;2;3;4;2;3;2;3;;2;1;;1;;;17;;22;1;
5;позднооглохшие;1;;;1;;;;;;;;;;;;1;;1;;
6;слепые;2;;;1;;1;;;;;;;;;1;1;;2;;
7;слабовидящие;94;2;16;13;6;4;12;13;17;10;1;;;;;23;;94;;
8;с тяжелыми нарушениями речи;632;114;133;143;139;37;18;16;19;12;1;;;;;23;;632;;
9;с нарушением опорно-двигательного аппарата;111;16;12;13;8;13;14;8;11;10;4;2;;;;85;1;111;;
10;с задержкой психического развития;5217;246;384;581;645;593;614;652;748;752;2;;;;;113;;5217;;
11;с умственной отсталостью (интеллектуальными          нарушениями);1018;26;72;108;118;143;125;121;163;141;1;;;;7;212;;1018;;
12;с расстройствами аутистического спектра;29;13;;1;1;4;1;4;4;;1;;;;;24;;29;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;34;6;3;2;1;3;3;3;9;4;;;;;2;17;;34;;
