;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;475059;471873;3743;75;3052;121;7461;3186;3032;152;2046;;;474819;240;
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;1652;1652;2;;;;15;;;;;;;1652;;
3;с применением электронного обучения;33710;33371;193;65;85;68;421;339;339;;339;;;33676;34;
4;с применением дистанционных образовательных технологий;6699;6361;31;;28;17;76;338;338;;338;;;6687;12;
5;по индивидуальным учебным планам;1175;1036;602;1;435;8;259;139;99;;93;;;1175;;
6;на дому;6333;5981;2528;24;1896;15;1662;352;318;38;276;;;6333;;
7;в медицинской организации;457;457;;;;;;;;;;;;457;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);38;38;8;;8;;30;;;;;;;38;;
9;по индивидуальным учебным планам (из строки 05);487;487;209;1;151;;205;;;;;;;487;;
