;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;75;7;;;8;8;7;9;10;9;8;9;;;
2;В них обучающихся, чел.;777;76;;;96;98;80;82;95;81;83;86;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;1;;;;;;;;;;;;1;;
4;В них обучающихся, чел.;11;;;;;;;;;;;;11;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;60;5;;;5;5;6;6;5;6;6;5;5;6;
6;В них обучающихся, чел.;652;44;;;56;45;71;72;58;75;76;63;47;45;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;18;4;;;2;2;2;2;1;2;2;1;;;
8;В них обучающихся, чел.;240;42;;;20;29;31;30;18;29;27;14;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;;;;;;;;;;;;;;;
10;В них обучающихся, чел.;;;;;;;;;;;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);154;16;;;15;15;15;17;16;17;16;15;6;6;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";1680;162;;;172;172;182;184;171;185;186;163;58;45;
13;в том числе обучаются:          очно;1680;162;;;172;172;182;184;171;185;186;163;58;45;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);639;60;;;67;67;65;70;75;69;69;69;17;11;
17;девочки;527;47;;;53;55;53;61;51;66;59;54;16;12;
18;лица с ограниченными возможностями здоровья;1535;142;;;152;152;167;169;157;169;175;149;58;45;
19;из них (из строки 18):             инвалиды;38;;;;;;;;;1;11;5;8;13;
20;дети-инвалиды;1059;97;;;98;91;128;125;120;121;127;111;36;5;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;33;1;;;2;2;7;3;3;9;6;;;;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;;;;;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
