;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);475059;1652;;33710;818;6699;489
2;Образовательные программы начального общего образования;205540;186;2;14577;296;2574;227
3;из них адаптированные;1333;;;279;8;61;59
4;в том числе:           для глухих;87;;;75;;;
5;для слабослышащих и позднооглохших;115;;;1;;;
6;для слепых;12;;;;;2;2
7;для слабовидящих;232;;;1;;2;2
8;с тяжелыми нарушениями речи;22;;;;;;
9;с нарушениями опорно-двигательного аппарата;316;;;2;1;38;38
10;с задержкой психического развития;290;;;9;6;16;16
11;с расстройствами аутистического спектра;259;;;191;1;3;1
12;Образовательные программы основного общего образования;242040;1026;2;16808;468;3308;193
13;из них адаптированные;1097;;;96;5;129;119
14;в том числе:           для глухих;80;;;79;;;
15;для слабослышащих и позднооглохших;114;;;;;6;6
16;для слепых;21;;;;;2;2
17;для слабовидящих;317;;;;;4;4
18;с тяжелыми нарушениями речи;19;;;;;;
19;с нарушениями опорно-двигательного аппарата;224;;;2;1;74;74
20;с задержкой психического развития;283;;;9;4;36;32
21;с расстройствами аутистического спектра;39;;;6;;7;1
22;Образовательные программы среднего общего образования;25726;440;;2319;48;793;46
23;из них адаптированные;70;;;;;29;29
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;16;;;;;3;3
26;для слепых;4;;;;;1;1
27;для слабовидящих;21;;;;;1;1
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;18;;;;;15;15
30;с задержкой психического развития;10;;;;;9;9
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1753;;;6;6;24;23
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);56;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);52;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);7;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
