;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);43089;291;36;196;17;130;43080;9;;147;141;19;89;;;43236;66;;;;;
2;в том числе:       получили аттестат об основном общем образовании;40488;279;36;191;16;130;40480;8;;140;134;19;82;;;40628;53;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;12716;38;4;31;4;29;12710;6;;26;26;;19;;;12742;1;;;;;
4;получили на ГИА неудовлетворительные результаты;2495;3;;1;;;2495;;;1;1;;1;;;2496;13;;;;;
5;не участвовали в ГИА;106;9;;4;1;;105;1;;6;6;;6;;;112;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;3209;28;4;19;;9;3209;;;3;3;;2;;;3212;;;;;;
7;в IV квартале прошлого года;4168;12;1;10;;2;4168;;;;;;;;;4168;;;;;;
8;после 1 сентября текущего года;2378;1;;;;;2378;;;;;;;;;2378;5;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);10674;47;2;39;;40;10655;12;7;30;30;1;21;;;10704;72;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;10118;45;2;37;;39;10103;11;4;24;24;1;16;;;10142;65;;;;;
11;получили на ГИА неудовлетворительные результаты;502;1;;1;;1;499;;3;4;4;;3;;;506;4;;;;;
12;не участвовали в ГИА;54;1;;1;;;53;1;;2;2;;2;;;56;3;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1923;9;;9;;13;1923;;;3;3;;2;;;1926;7;;;;;
14;в IV квартале прошлого года;1174;5;;5;;4;1173;1;;;;;;;;1174;;;;;;
15;после 1 сентября текущего года;74;;;;;;74;;;;;;;;;74;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;10611;45;2;38;;40;10601;3;7;19;19;;11;;;10630;69;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);10476;38;2;31;;35;10466;3;7;19;19;;11;;;10495;69;;;;;
18;из них сдали ЕГЭ;9847;38;2;31;;31;9840;3;4;16;16;;9;;;9863;66;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);10432;36;2;31;;35;10422;3;7;19;19;;11;;;10451;69;;;;;
20;из них сдали ЕГЭ;9712;36;2;31;;32;9705;3;4;17;17;;10;;;9729;64;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;9;1;;;;;1;8;;9;9;1;8;;;18;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;593;2;;2;1;1;590;2;1;70;52;4;39;;;663;21;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1105;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";821;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";7;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
