;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);28625;7873;13407;7057;50;129;46;63;139;28465;138;22
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;298;37;97;32;30;73;20;9;;286;12;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;133;;1;;30;73;20;9;;133;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;;;;;;;;;;;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;21659;7733;10952;2895;18;30;14;17;54;21619;34;6
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;543;176;305;62;;;;;;543;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;32;14;15;3;;;;;;32;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;2045;7;691;1329;;15;3;;;2044;;1
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;3137;;1099;2038;;;;;10;3135;;2
10;в связи с переходом на семейное образование и самообразование;237;61;123;53;;;;;;215;9;13
11;по болезни;20;6;6;3;;2;;3;;20;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;228;;131;83;;8;6;;1;228;;
13;выбыло по другим причинам;1001;29;308;624;2;1;3;34;74;918;83;
