;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);99722;1128;;50207;;43971;2
2;Образовательные программы начального общего образования;39654;92;1;20752;;17677;
3;из них адаптированные;989;;;379;;254;
4;в том числе:           для глухих;13;;;;;;
5;для слабослышащих и позднооглохших;21;;;4;;3;
6;для слепых;2;;;1;;1;
7;для слабовидящих;33;;;26;;20;
8;с тяжелыми нарушениями речи;288;;;106;;39;
9;с нарушениями опорно-двигательного аппарата;43;;;26;;17;
10;с задержкой психического развития;570;;;207;;168;
11;с расстройствами аутистического спектра;19;;;9;;6;
12;Образовательные программы основного общего образования;50164;691;10;25497;;22702;2
13;из них адаптированные;977;8;;346;;257;2
14;в том числе:           для глухих;;;;;;;
15;для слабослышащих и позднооглохших;31;;;7;;3;
16;для слепых;2;;;2;;1;
17;для слабовидящих;23;;;13;;7;
18;с тяжелыми нарушениями речи;92;;;40;;16;
19;с нарушениями опорно-двигательного аппарата;31;;;19;;15;2
20;с задержкой психического развития;789;8;;261;;212;
21;с расстройствами аутистического спектра;9;;;4;;3;
22;Образовательные программы среднего общего образования;8324;282;7;3889;;3563;
23;из них адаптированные;10;1;;3;;3;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;1;;;1;;1;
27;для слабовидящих;2;1;;1;;1;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;5;;;1;;1;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;2;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1580;63;1;69;;29;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);22;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
35;основного общего образования (из строки 12);11;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);4;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
