;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1188;115;128;150;148;91;134;120;137;136;15;14;;;;;;;;
2;В них обучающихся (всего), чел.;26366;2593;2899;3447;3428;2023;3042;2515;2794;2991;361;273;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;6;1;;;1;1;;3;;;;;;;;3;;6;;
4;слабослышащие;32;4;4;5;3;2;5;3;2;4;;;;;;18;;30;2;
5;позднооглохшие;2;1;;;;1;;;;;;;;;;2;;2;;
6;слепые;5;1;;;;1;;;;1;2;;;;;5;;5;;
7;слабовидящие;81;12;11;13;8;9;4;6;9;5;2;2;;;;51;;79;2;
8;с тяжелыми нарушениями речи;275;53;45;65;42;18;13;12;10;17;;;;;;34;;272;3;
9;с нарушением опорно-двигательного аппарата;132;16;18;12;19;8;13;10;13;12;5;6;;;;105;;125;7;
10;с задержкой психического развития;995;41;78;119;141;69;142;126;140;138;1;;;;;57;;957;38;
11;с умственной отсталостью (интеллектуальными          нарушениями);89;13;6;12;7;8;10;16;6;11;;;;;1;47;;85;4;
12;с расстройствами аутистического спектра;39;4;6;3;2;3;2;3;4;8;2;2;;;2;16;;33;6;
13;со сложными дефектами;2;;;1;;;;;;1;;;;;;1;;2;;
14;с иными ограниченными возможностями          здоровья;92;2;11;10;13;8;10;3;14;13;4;4;;;;49;;89;3;
