;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6304;1893;2994;1275;37;19;;86;117;5985;151;168
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;19;4;15;;;;;;;18;;1
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;1;;1;;;;;;;1;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;9;4;5;;;;;;;9;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5136;1809;2815;394;36;18;;64;17;5115;9;12
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;88;41;40;7;;;;;;88;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;14;12;2;;;;;;;14;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;418;;;418;;;;;10;372;19;27
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;168;;;168;;;;;2;163;4;1
10;в связи с переходом на семейное образование и самообразование;194;68;110;13;1;;;2;1;191;;3
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;27;;11;16;;;;;12;13;1;13
13;выбыло по другим причинам;342;12;43;266;;1;;20;75;113;118;111
