;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);118786;1814;;;;161;161
2;Образовательные программы начального общего образования;48658;708;10;;;30;30
3;из них адаптированные;2363;2;;;;29;29
4;в том числе:           для глухих;17;;;;;;
5;для слабослышащих и позднооглохших;44;;;;;;
6;для слепых;6;;;;;;
7;для слабовидящих;114;;;;;;
8;с тяжелыми нарушениями речи;281;;;;;1;1
9;с нарушениями опорно-двигательного аппарата;90;;;;;12;12
10;с задержкой психического развития;1668;2;;;;15;15
11;с расстройствами аутистического спектра;143;;;;;1;1
12;Образовательные программы основного общего образования;58852;789;11;;;95;95
13;из них адаптированные;5045;30;;;;94;94
14;в том числе:           для глухих;27;;;;;;
15;для слабослышащих и позднооглохших;42;;;;;2;2
16;для слепых;20;;;;;;
17;для слабовидящих;114;;;;;5;5
18;с тяжелыми нарушениями речи;225;;;;;2;2
19;с нарушениями опорно-двигательного аппарата;84;;;;;23;23
20;с задержкой психического развития;4451;30;;;;62;62
21;с расстройствами аутистического спектра;82;;;;;;
22;Образовательные программы среднего общего образования;9326;295;18;;;28;28
23;из них адаптированные;71;;;;;26;26
24;в том числе:           для глухих;2;;;;;;
25;для слабослышащих и позднооглохших;6;;;;;1;1
26;для слепых;5;;;;;;
27;для слабовидящих;34;;;;;7;7
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;20;;;;;16;16
30;с задержкой психического развития;1;;;;;;
31;с расстройствами аутистического спектра;3;;;;;2;2
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1950;22;;;;8;8
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);14;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
35;основного общего образования (из строки 12);36;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
37;среднего общего образования (из строки 22);3;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);101;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;16;;;;;;
