;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3014;201;264;322;337;312;368;360;408;426;6;10;;;;;;;;
2;В них обучающихся (всего), чел.;60886;4387;5999;6869;7102;6274;7061;6996;7718;8104;135;241;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;10;3;3;;;;3;;1;;;;;;4;4;;10;;
4;слабослышащие;42;1;6;5;7;4;5;3;5;2;1;3;;;;25;;42;;
5;позднооглохшие;2;;;;;2;;;;;;;;;;1;;1;1;
6;слепые;2;;;1;;1;;;;;;;;;;1;;2;;
7;слабовидящие;41;4;5;2;6;3;3;5;4;8;;1;;;;22;2;41;;
8;с тяжелыми нарушениями речи;149;15;27;29;27;8;4;12;12;15;;;;;2;12;;148;;1
9;с нарушением опорно-двигательного аппарата;138;17;16;26;14;12;12;15;12;11;1;2;;;1;115;7;135;2;1
10;с задержкой психического развития;6169;224;359;500;615;558;686;859;1030;1335;;3;;;15;220;12;6107;60;2
11;с умственной отсталостью (интеллектуальными          нарушениями);862;41;64;100;80;116;133;105;116;103;2;2;;;12;452;;836;24;2
12;с расстройствами аутистического спектра;204;39;20;28;34;15;23;20;12;12;;1;;;1;144;9;199;4;1
13;со сложными дефектами;5;1;1;1;;;1;1;;;;;;;;3;4;5;;
14;с иными ограниченными возможностями          здоровья;120;5;5;12;16;10;19;12;12;21;6;2;;;10;40;;120;;
