;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6389;2316;3098;827;16;20;10;102;199;6163;220;6
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;62;22;39;1;;;;;;55;7;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;;;;;;;;;;;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;;;;;;;;;;;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5283;2239;2737;213;15;18;;61;8;5276;6;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;121;53;51;4;5;5;;3;;121;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;19;13;6;;;;;;;19;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;191;;40;151;;;;;;190;;1
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;443;;116;326;;;1;;94;313;130;
10;в связи с переходом на семейное образование и самообразование;151;38;93;17;1;2;;;;144;3;4
11;по болезни;1;;1;;;;;;;1;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;22;1;13;7;;;1;;8;21;1;
13;выбыло по другим причинам;236;16;59;112;;;8;41;89;163;73;
