;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;118786;116766;7744;45;1039;23;688;2020;2020;40;1061;;;118418;353;15
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;1814;1792;16;;;;;22;22;;22;;;1814;;
3;с применением электронного обучения;;;;;;;;;;;;;;;;
4;с применением дистанционных образовательных технологий;161;4;;;;;4;157;157;;62;;;161;;
5;по индивидуальным учебным планам;1948;1624;1426;9;321;;33;324;324;2;229;;;1916;27;5
6;на дому;1194;1051;862;19;515;2;63;143;143;2;137;;;1169;23;2
7;в медицинской организации;28;27;5;;4;;1;1;1;;1;;;28;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);3;1;;;;;1;2;2;;1;;;3;;
9;по индивидуальным учебным планам (из строки 05);247;216;174;6;114;;9;31;31;;28;;;234;13;
