;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;5321;556;577;588;598;548;564;542;558;540;122;118;6;4
2;В них обучающихся, чел.;103910;10810;11824;11769;11819;10583;10954;10291;10637;10204;2685;2184;93;57
3;Число классов с углубленным изучением отдельных предметов, ед.;471;;11;11;11;31;30;37;31;19;140;149;1;
4;В них обучающихся, чел.;9250;;360;325;347;942;916;1106;838;517;2043;1851;5;
5;Число гимназических классов, ед.;102;8;10;9;9;9;9;9;9;19;6;5;;
6;В них обучающихся, чел.;2734;233;294;251;254;249;243;222;241;505;138;104;;
7;Число лицейских классов, ед.;30;2;2;2;2;3;2;2;2;9;2;2;;
8;В них обучающихся, чел.;872;53;65;68;66;72;63;61;63;251;56;54;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;5924;566;600;610;620;591;605;590;600;587;270;274;7;4
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";116766;11096;12543;12413;12486;11846;12176;11680;11779;11477;4922;4193;98;57
11;в том числе обучаются:          очно;116407;11096;12540;12411;12480;11843;12173;11662;11752;11413;4842;4190;5;
12;очно-заочно;344;;2;1;4;3;1;14;26;62;78;3;93;57
13;заочно;15;;1;1;2;;2;4;1;2;2;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);4575;444;550;539;522;458;490;444;476;379;121;152;;
15;девочки;57325;5291;6066;6098;6050;5920;5956;5744;5701;5598;2623;2267;9;2
16;оставленные на повторное обучение;590;113;54;18;65;43;38;54;47;158;;;;
17;лица с ограниченными возможностями здоровья;7744;350;506;704;799;729;889;1032;1204;1507;10;14;;
18;из них:                инвалиды;45;5;1;6;5;4;4;5;6;5;2;2;;
19;дети-инвалиды;1039;92;99;122;128;102;142;114;107;123;4;6;;
20;инвалиды (кроме учтенных в строке 18);23;2;;1;1;5;2;4;1;2;3;2;;
21;дети-инвалиды (кроме учтенных в строке 19);688;44;65;74;65;65;75;80;70;77;37;36;;
22;дети-сироты и дети, оставшиеся без попечения родителей;925;48;57;58;81;111;114;108;147;147;31;23;;
23;из них воспитанники (без приходящих учащихся);44;1;;1;3;2;6;4;7;14;2;4;;
24;обучающиеся иностранные граждане;1211;174;184;173;129;105;121;107;99;66;27;23;3;
25;из них девочки;508;70;77;70;60;48;49;46;47;27;5;9;;
26;обучающиеся лица без гражданства;20;1;1;1;3;4;3;2;2;3;;;;
