;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);11314;1240;11;59;2;38;11266;42;6;93;93;;29;;;11407;55;2;;1;;
2;в том числе:       получили аттестат об основном общем образовании;11148;1232;10;55;2;38;11103;39;6;93;93;;29;;;11241;52;2;;1;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;4176;34;;7;1;15;4168;8;;27;27;;8;;;4203;2;;;;;
4;получили на ГИА неудовлетворительные результаты;155;2;;;;;152;3;;;;;;;;155;3;;;;;
5;не участвовали в ГИА;11;6;1;4;;;11;;;;;;;;;11;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;609;7;;1;;1;609;;;4;4;;;;;613;1;;;;;
7;в IV квартале прошлого года;604;50;1;1;;;604;;;4;4;;1;;;608;1;;;;;
8;после 1 сентября текущего года;242;11;;;;;241;1;;;;;;;;242;5;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);3898;17;3;11;3;27;3868;30;;14;14;4;2;;;3912;16;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;3885;16;3;10;3;27;3856;29;;14;14;4;2;;;3899;16;;;;;
11;получили на ГИА неудовлетворительные результаты;13;1;;1;;;12;1;;;;;;;;13;;;;;;
12;не участвовали в ГИА;;;;;;;;;;;;;;;;;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;677;;;;;2;677;;;2;2;;1;;;679;3;;;;;
14;в IV квартале прошлого года;161;1;;1;;;161;;;;;;;;;161;;;;;;
15;после 1 сентября текущего года;3;;;;;;3;;;;;;;;;3;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;3878;14;2;10;2;27;3860;18;;9;9;1;1;;;3887;16;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);3829;13;2;9;2;21;3811;18;;9;9;1;1;;;3838;16;;;;;
18;из них сдали ЕГЭ;3753;12;2;8;2;18;3736;17;;9;9;1;1;;;3762;15;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);3826;12;2;8;2;21;3808;18;;9;9;1;1;;;3835;16;;;;;
20;из них сдали ЕГЭ;3711;10;2;6;1;17;3693;18;;9;9;1;1;;;3720;14;;;;;
