;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);16099;938;810;727;627;783;668;1232;1069;1404;1216;1967;1750;2531;2193;2664;2215;2067;1599;1786;1273
2;в том числе:       руководящие работники – всего;1055;2;2;7;6;45;30;61;52;116;103;183;161;241;219;182;159;135;111;83;63
3;из них:             директор;272;;;;;7;3;8;5;30;25;40;31;60;49;60;53;32;24;35;23
4;заместители директора;643;2;2;6;5;35;25;40;35;66;58;122;108;153;143;96;83;87;76;36;31
5;руководитель филиала;86;;;;;2;1;8;7;8;8;12;12;20;19;18;15;9;6;9;7
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9340;868;762;643;560;505;446;706;634;701;648;1081;1014;1431;1342;1530;1407;1038;945;837;703
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);7774;704;616;547;472;389;332;528;466;548;499;877;815;1220;1141;1353;1239;891;811;717;600
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2300;186;181;159;158;87;86;125;124;186;186;267;265;446;445;487;487;244;244;113;113
9;русского языка и литературы;983;88;84;65;62;34;30;41;41;60;60;141;138;161;159;150;144;122;121;121;118
