;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;5019;311;397;486;575;515;641;641;680;714;35;24;;;;;;;;
2;В них обучающихся (всего), чел.;96758;6243;7906;9920;11090;9981;12042;12000;13093;13374;631;478;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;4;;3;;1;;;;;;;;;;;4;;4;;
4;слабослышащие;84;7;10;13;14;7;7;10;9;6;1;;;;;56;;84;;
5;позднооглохшие;5;;2;;;1;1;;;1;;;;;;4;;5;;
6;слепые;4;1;;;1;;2;;;;;;;;;4;;4;;
7;слабовидящие;252;19;29;31;31;24;17;20;33;40;6;2;;;1;127;;252;;
8;с тяжелыми нарушениями речи;345;42;56;55;66;35;25;25;20;20;;1;;;3;42;;344;1;
9;с нарушением опорно-двигательного аппарата;582;43;54;57;61;69;71;56;78;74;9;10;;;5;496;1;576;6;
10;с задержкой психического развития;5520;202;232;393;568;472;683;779;926;1264;1;;;;1;331;3;5510;10;
11;с умственной отсталостью (интеллектуальными          нарушениями);1844;78;143;193;210;230;265;254;225;242;4;;;;3;1075;;1836;8;
12;с расстройствами аутистического спектра;76;16;8;3;3;8;9;7;11;9;1;1;;;;67;1;76;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;429;12;38;33;39;45;55;58;61;60;15;13;;;12;325;;426;2;1
