;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;10935;1114;1222;1247;1302;1244;1246;1144;1172;1185;28;26;2;3
2;В них обучающихся, чел.;192699;18340;21088;22366;23265;22392;22763;20257;20895;20732;320;235;27;19
3;Число классов с углубленным изучением отдельных предметов, ед.;1130;;;;;10;5;73;65;36;479;461;1;
4;В них обучающихся, чел.;14184;;;;;195;98;1440;1254;719;5737;4730;11;
5;Число гимназических классов, ед.;653;59;66;70;68;73;67;68;68;63;26;25;;
6;В них обучающихся, чел.;17317;1551;1843;1950;1919;1949;1784;1748;1762;1643;621;547;;
7;Число лицейских классов, ед.;623;62;67;65;65;63;66;60;59;57;30;29;;
8;В них обучающихся, чел.;16468;1626;1800;1817;1772;1765;1832;1617;1545;1459;657;578;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;13341;1235;1355;1382;1435;1390;1384;1345;1364;1341;563;541;3;3
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";240668;21517;24731;26133;26956;26301;26477;25062;25456;24553;7335;6090;38;19
11;в том числе обучаются:          очно;240267;21515;24730;26130;26956;26300;26476;25062;25449;24525;7141;5983;;
12;очно-заочно;318;2;1;3;;1;1;;7;28;139;79;38;19
13;заочно;83;;;;;;;;;;55;28;;
14;Из строки 10:          воспитанники (без приходящих учащихся);300;3;11;4;9;12;22;16;48;65;57;53;;
15;девочки;117981;10504;12093;12718;13221;12895;12811;12453;12332;11834;3883;3201;27;9
16;оставленные на повторное обучение;187;25;33;12;42;1;8;16;8;41;1;;;
17;лица с ограниченными возможностями здоровья;9145;420;575;778;994;891;1135;1209;1363;1716;37;27;;
18;из них:                инвалиды;25;1;;2;3;1;5;2;3;5;2;1;;
19;дети-инвалиды;2531;184;225;252;257;283;319;318;333;308;29;23;;
20;инвалиды (кроме учтенных в строке 18);7;;;;;;2;;2;1;1;;;1
21;дети-инвалиды (кроме учтенных в строке 19);1041;54;107;91;99;120;126;113;134;127;42;28;;
22;дети-сироты и дети, оставшиеся без попечения родителей;1164;53;81;89;91;126;135;155;190;193;21;30;;
23;из них воспитанники (без приходящих учащихся);95;3;11;4;8;9;15;8;15;22;;;;
24;обучающиеся иностранные граждане;1273;156;181;149;151;139;148;106;121;88;17;17;;
25;из них девочки;506;75;68;59;65;52;48;40;42;38;9;10;;
26;обучающиеся лица без гражданства;11;2;1;1;2;2;;1;1;1;;;;
