;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;3889;721;264;164;790;279;136;8;4;4;2370;855;128;26;14;2;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;4;2;;2;;;;;;;2;1;2;;;;
4;7 лет;121;78;31;63;;;;;;;43;7;42;;;;
5;8 лет;278;186;65;90;;;;;;;92;35;59;;;;
6;9 лет;337;179;67;8;;;;;;;158;48;19;3;;;
7;10 лет;395;148;47;;2;;2;;;;245;79;4;;;;
8;11 лет;413;100;45;1;45;18;39;;;;268;110;1;1;1;;
9;12 лет;448;23;9;;135;51;55;;;;290;107;1;1;2;;
10;13 лет;430;4;;;139;52;32;;;;287;101;;3;2;;
11;14 лет;488;1;;;201;64;8;;;;286;110;;5;5;;
12;15 лет;468;;;;158;54;;1;;1;309;103;;2;4;2;
13;16 лет;253;;;;67;27;;5;4;1;181;70;;;;;
14;17 лет;73;;;;40;12;;;;;33;17;;;;;
15;18 лет;36;;;;2;;;1;;1;33;11;;;;;
16;19 лет;33;;;;1;1;;1;;1;31;9;;1;;;
17;20 лет;20;;;;;;;;;;20;11;;;;;
18;21 год;12;;;;;;;;;;12;4;;;;;
19;22 года;16;;;;;;;;;;16;5;;;;;
20;23 года;7;;;;;;;;;;7;5;;;;;
21;24 года;10;;;;;;;;;;10;3;;1;;;
22;25 лет;9;;;;;;;;;;9;4;;;;;
23;26 лет;3;;;;;;;;;;3;1;;;;;
24;27 лет;2;;;;;;;;;;2;1;;;;;
25;28 лет;2;;;;;;;;;;2;;;;;;
26;29 лет;;;;;;;;;;;;;;;;;
27;30–34 года;5;;;;;;;;;;5;1;;1;;;
28;35–39 лет;12;;;;;;;;;;12;3;;3;;;
29;40 лет и старше;14;;;;;;;;;;14;9;;5;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
