;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);244557;36448;;129739;17;185641;1588
2;Образовательные программы начального общего образования;99434;8316;54;54614;4;76727;503
3;из них адаптированные;2758;132;2;1329;4;1745;4
4;в том числе:           для глухих;17;2;;;;;
5;для слабослышащих и позднооглохших;96;2;;14;;25;
6;для слепых;8;;;;;2;
7;для слабовидящих;218;6;;26;;58;
8;с тяжелыми нарушениями речи;412;23;1;210;;250;
9;с нарушениями опорно-двигательного аппарата;246;15;1;120;2;169;2
10;с задержкой психического развития;1657;83;;943;1;1220;1
11;с расстройствами аутистического спектра;104;1;;16;1;21;1
12;Образовательные программы основного общего образования;127423;25256;272;67583;9;97529;971
13;из них адаптированные;5590;424;7;3157;5;4003;5
14;в том числе:           для глухих;18;;;;;;
15;для слабослышащих и позднооглохших;96;4;;15;;27;
16;для слепых;10;;;;;1;
17;для слабовидящих;272;11;1;38;;89;
18;с тяжелыми нарушениями речи;236;12;;113;;133;
19;с нарушениями опорно-двигательного аппарата;383;28;1;170;2;247;2
20;с задержкой психического развития;4497;366;5;2813;2;3485;2
21;с расстройствами аутистического спектра;78;3;;8;1;21;1
22;Образовательные программы среднего общего образования;13486;2735;99;7015;4;10037;105
23;из них адаптированные;37;4;;14;2;20;2
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;11;;;3;;4;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;20;3;;8;1;13;1
30;с задержкой психического развития;1;;;;;;
31;с расстройствами аутистического спектра;3;1;;3;1;3;1
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);4214;141;7;527;;1348;9
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);15;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
35;основного общего образования (из строки 12);20;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);14;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
