;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;124104;50113;24580;11533;62425;30746;12910;11566;5902;6148;1165;432;165;3
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;621;621;341;597;;;;;;;;1;;
4;7 лет;10411;10411;5229;9525;;;;;;;17;35;14;
5;8 лет;12625;12625;6226;1355;;;;;;;25;48;21;
6;9 лет;12933;12930;6369;51;3;2;3;;;;20;54;17;
7;10 лет;12980;12039;5856;4;941;457;907;;;;19;54;17;
8;11 лет;12855;1337;522;1;11518;5712;10468;;;;11;43;15;
9;12 лет;12502;105;32;;12397;6125;1402;;;;12;59;32;
10;13 лет;12095;14;3;;12081;6031;114;;;;14;39;16;1
11;14 лет;11709;3;1;;11703;5853;9;3;3;3;8;39;10;1
12;15 лет;11646;3;;;11178;5463;4;465;279;385;46;42;17;1
13;16 лет;7426;1;1;;2121;953;;5304;2754;4730;148;13;3;
14;17 лет;5059;1;;;293;107;;4765;2519;835;184;5;3;
15;18 лет;637;;;;58;15;1;579;249;65;119;;;
16;19 лет;99;;;;36;13;;63;24;16;70;;;
17;20 лет;65;;;;16;2;;49;14;17;63;;;
18;21 год;41;;;;9;;;32;6;7;39;;;
19;22 года;49;;;;7;3;;42;14;16;49;;;
20;23 года;32;;;;4;1;;28;8;13;32;;;
21;24 года;23;;;;2;;;21;2;5;23;;;
22;25 лет;39;;;;7;;;32;5;6;38;;;
23;26 лет;20;1;;;5;1;;14;1;4;19;;;
24;27 лет;29;;;;10;;;19;2;7;29;;;
25;28 лет;31;;;;6;;;25;2;13;31;;;
26;29 лет;31;;;;4;;;27;;9;31;;;
27;30–34 года;78;7;;;9;2;;62;11;13;70;;;
28;35–39 лет;38;8;;;10;2;;20;5;3;28;;;
29;40 лет и старше;30;7;;;7;4;2;16;4;1;20;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
