;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3979;290;367;421;468;424;452;463;478;503;53;60;;;;;;;;
2;В них обучающихся (всего), чел.;73358;5641;6971;7968;8678;7810;8404;8065;8440;9394;994;993;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;;;;;;;;;;;1;;;;1;;1;;
4;слабослышащие;78;5;4;7;9;13;13;9;4;9;;5;;;5;48;3;75;3;
5;позднооглохшие;1;;;;;;;1;;;;;;;;;;1;;
6;слепые;2;;;1;1;;;;;;;;;;;2;;2;;
7;слабовидящие;98;6;7;10;13;6;13;8;14;11;2;8;;;6;37;;97;1;
8;с тяжелыми нарушениями речи;1707;175;263;260;315;103;152;147;130;152;6;4;;;3;104;;1686;5;16
9;с нарушением опорно-двигательного аппарата;253;15;20;33;20;24;20;24;28;44;16;9;;;22;175;;246;5;2
10;с задержкой психического развития;8067;270;389;668;785;801;1018;1106;1283;1665;50;32;;;53;263;3;7990;68;9
11;с умственной отсталостью (интеллектуальными          нарушениями);582;34;53;75;64;68;72;69;69;58;6;14;;;41;244;;574;4;4
12;с расстройствами аутистического спектра;162;33;25;15;17;14;20;14;13;6;1;4;;;3;125;4;154;7;1
13;со сложными дефектами;3;1;;;;;2;;;;;;;;;3;;3;;
14;с иными ограниченными возможностями          здоровья;181;7;6;11;13;19;20;25;26;33;7;14;;;12;121;;181;;
