;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);127692;2006;;32229;59;19258;60
2;Образовательные программы начального общего образования;50624;605;5;12718;;7057;22
3;из них адаптированные;3769;42;3;940;;385;1
4;в том числе:           для глухих;;;;;;;
5;для слабослышащих и позднооглохших;72;;;13;;4;
6;для слепых;17;;;1;;1;
7;для слабовидящих;58;;;9;;5;
8;с тяжелыми нарушениями речи;1095;;;509;;115;1
9;с нарушениями опорно-двигательного аппарата;86;1;;18;;14;
10;с задержкой психического развития;2292;41;3;354;;238;
11;с расстройствами аутистического спектра;149;;;36;;8;
12;Образовательные программы основного общего образования;63082;857;10;16258;59;9693;30
13;из них адаптированные;7176;112;3;1335;;732;4
14;в том числе:           для глухих;;;;;;;
15;для слабослышащих и позднооглохших;73;1;;15;;8;
16;для слепых;25;;;;;;
17;для слабовидящих;86;;;22;;5;
18;с тяжелыми нарушениями речи;741;;;392;;50;
19;с нарушениями опорно-двигательного аппарата;125;2;;32;;33;3
20;с задержкой психического развития;6045;107;3;857;;627;1
21;с расстройствами аутистического спектра;81;2;;17;;9;
22;Образовательные программы среднего общего образования;11553;378;11;3210;;2445;8
23;из них адаптированные;134;2;2;46;;27;4
24;в том числе:           для глухих;1;;;;;1;1
25;для слабослышащих и позднооглохших;4;;;;;;
26;для слепых;3;;;;;;
27;для слабовидящих;14;;;3;;1;
28;с тяжелыми нарушениями речи;14;;;4;;1;
29;с нарушениями опорно-двигательного аппарата;17;;;5;;4;1
30;с задержкой психического развития;79;2;2;33;;18;
31;с расстройствами аутистического спектра;2;;;1;;2;2
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2433;166;6;43;;63;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);131;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;14;;;;;;
35;основного общего образования (из строки 12);154;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
37;среднего общего образования (из строки 22);32;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);832;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;17;;;;;;
