;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;127692;124104;11135;145;1123;10;353;3588;3196;80;1287;;325;126527;693;472
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;2006;1785;161;;38;;1;221;221;;4;;;2006;;
3;с применением электронного обучения;32229;31647;2033;3;171;;110;582;366;;34;;;32132;97;
4;с применением дистанционных образовательных технологий;19258;18988;1244;12;128;7;45;270;257;;22;;;18770;94;394
5;по индивидуальным учебным планам;1517;1203;440;10;236;;5;314;207;7;139;;;1512;5;
6;на дому;1061;614;482;10;292;;17;447;338;14;295;;;1059;1;1
7;в медицинской организации;166;157;;;;;;9;9;;;;;166;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);72;57;47;1;31;;1;15;14;;7;;;72;;
9;по индивидуальным учебным планам (из строки 05);418;191;171;;118;;3;227;94;7;63;;;417;1;
