;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);18578;6491;9354;2330;119;69;1;214;444;18255;3;320
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;199;118;60;6;3;9;;3;3;189;2;8
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;26;9;5;;3;9;;;;26;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;26;11;15;;;;;;;26;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;16165;6247;8645;1010;113;54;;96;281;15988;1;176
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;328;116;153;14;32;6;;7;38;326;;2
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;182;95;75;12;;;;;;182;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;653;;98;554;;1;;;19;599;;54
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;787;;237;550;;;;;12;778;;9
10;в связи с переходом на семейное образование и самообразование;235;55;121;48;1;4;;6;12;226;;9
11;по болезни;2;;;1;;;;1;1;2;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;74;;27;47;;;;;22;63;;11
13;выбыло по другим причинам;463;71;166;114;2;1;1;108;94;410;;53
