;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);258804;5316;;18559;41;18873;252
2;Образовательные программы начального общего образования;102928;1370;19;7366;11;7496;28
3;из них адаптированные;2399;9;1;74;;124;10
4;в том числе:           для глухих;42;;;;;;
5;для слабослышащих и позднооглохших;90;;;3;;2;
6;для слепых;7;;;;;;
7;для слабовидящих;348;1;;;;3;
8;с тяжелыми нарушениями речи;225;;;2;;5;
9;с нарушениями опорно-двигательного аппарата;313;1;;11;;28;9
10;с задержкой психического развития;1155;6;1;41;;70;1
11;с расстройствами аутистического спектра;219;1;;17;;16;
12;Образовательные программы основного общего образования;129700;2714;42;9413;26;9528;55
13;из них адаптированные;2145;56;3;74;;173;9
14;в том числе:           для глухих;26;;;2;;1;
15;для слабослышащих и позднооглохших;88;;;2;;3;
16;для слепых;13;;;;;;
17;для слабовидящих;217;;;1;;3;2
18;с тяжелыми нарушениями речи;124;;;;;2;
19;с нарушениями опорно-двигательного аппарата;317;3;1;3;;33;5
20;с задержкой психического развития;1306;53;2;64;;130;1
21;с расстройствами аутистического спектра;54;;;2;;1;1
22;Образовательные программы среднего общего образования;20384;1146;44;1558;3;1509;18
23;из них адаптированные;38;2;;1;;9;3
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;6;1;;1;;;
26;для слепых;1;;;;;;
27;для слабовидящих;12;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;14;1;;;;8;2
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;5;;;;;1;1
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);5792;86;;222;1;340;151
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);45;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;17;;;;;;
35;основного общего образования (из строки 12);50;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;14;;;;;;
37;среднего общего образования (из строки 22);4;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);280;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;75;;;;;;
