;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;9834;1082;1076;1103;1170;1043;1074;989;1028;1049;110;103;1;6
2;В них обучающихся, чел.;180836;19452;19910;20459;22493;19360;20108;18109;18416;19343;1705;1391;4;86
3;Число классов с углубленным изучением отдельных предметов, ед.;2158;41;111;107;55;142;133;196;174;141;541;488;17;12
4;В них обучающихся, чел.;38126;717;2436;2434;1090;3131;3079;4397;4142;3312;7326;5808;169;85
5;Число гимназических классов, ед.;655;61;65;66;64;64;66;61;62;66;42;38;;
6;В них обучающихся, чел.;17421;1678;1817;1821;1741;1761;1707;1638;1619;1673;1055;911;;
7;Число лицейских классов, ед.;592;49;57;54;59;58;60;59;58;59;39;40;;
8;В них обучающихся, чел.;15689;1328;1588;1501;1611;1569;1595;1520;1563;1560;976;878;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;13239;1233;1309;1330;1348;1307;1333;1305;1322;1315;732;669;18;18
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";252072;23175;25751;26215;26935;25821;26489;25664;25740;25888;11062;8988;173;171
11;в том числе обучаются:          очно;251165;23174;25747;26210;26931;25793;26451;25634;25664;25753;10852;8953;2;1
12;очно-заочно;42;1;1;1;;1;;2;3;6;6;21;;
13;заочно;865;;3;4;4;27;38;28;73;129;204;14;171;170
14;Из строки 10:          воспитанники (без приходящих учащихся);624;10;15;19;14;48;63;65;97;102;128;63;;
15;девочки;124227;11216;12766;12984;13176;12663;12946;12650;12428;12609;5792;4870;69;58
16;оставленные на повторное обучение;955;132;142;60;67;59;74;90;75;248;7;1;;
17;лица с ограниченными возможностями здоровья;3655;240;352;481;477;415;413;459;410;364;28;15;;1
18;из них:                инвалиды;18;;;2;4;2;2;1;2;1;2;2;;
19;дети-инвалиды;1003;99;95;125;129;123;114;129;84;85;13;7;;
20;инвалиды (кроме учтенных в строке 18);16;;;;;3;1;;;4;4;2;2;
21;дети-инвалиды (кроме учтенных в строке 19);2219;130;174;173;198;255;249;243;223;275;169;130;;
22;дети-сироты и дети, оставшиеся без попечения родителей;2329;108;148;175;222;253;261;289;292;352;122;105;1;1
23;из них воспитанники (без приходящих учащихся);26;1;2;1;;;3;6;;9;2;2;;
24;обучающиеся иностранные граждане;1366;145;161;198;169;141;140;122;124;80;59;26;1;
25;из них девочки;578;65;72;96;77;51;59;46;50;25;23;14;;
26;обучающиеся лица без гражданства;111;12;11;6;14;10;14;8;13;8;8;3;1;3
