;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;258804;252072;3655;18;1003;16;2219;6732;6717;285;2480;;1;257873;42;889
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;5316;5199;41;;10;;16;117;117;;72;;;5304;;12
3;с применением электронного обучения;18559;18374;128;1;21;1;118;185;176;3;10;;;18370;8;181
4;с применением дистанционных образовательных технологий;18873;18608;362;1;94;1;233;265;258;139;74;;;18829;8;36
5;по индивидуальным учебным планам;5400;4573;1378;5;334;2;154;827;824;92;496;;1;5371;4;25
6;на дому;2517;1763;977;16;643;4;437;754;754;57;628;;;2517;;
7;в медицинской организации;149;43;;;;;2;106;106;106;;;;125;;24
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);294;150;40;;37;1;98;144;120;84;36;;;270;;24
9;по индивидуальным учебным планам (из строки 05);757;412;226;3;131;2;85;345;345;89;234;;;733;;24
