;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);252500;25759;26329;26899;25789;26485;25573;25704;25498;25388;10262;8529;182;103
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);252195;25744;26296;26876;25761;26458;25549;25679;25465;25341;10235;8508;180;103
3;в том числе обучались:       очно;251344;25737;26291;26873;25759;26431;25520;25639;25388;25229;10040;8434;3;
4;очно-заочно;81;1;;;1;;1;;5;5;2;66;;
5;заочно;770;6;5;3;1;27;28;40;72;107;193;8;177;103
6;Численность экстернов, окончивших данный класс;305;15;33;23;28;27;24;25;33;47;27;21;2;
7;из них (из стр.06)  обучались:       в форме семейного образования;262;14;33;23;28;27;24;24;33;44;5;7;;
8;в форме самообразования;33;;;;;;;;;;21;10;2;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
