;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);25521;228;7;58;17;215;25406;5;110;206;159;11;35;;5;25727;37;1;;;;1
2;в том числе:       получили аттестат об основном общем образовании;25160;189;6;54;17;215;25049;4;107;198;153;11;34;;5;25358;36;1;;;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;9540;20;;14;4;79;9492;1;47;17;7;3;2;;4;9557;1;;;;;
4;получили на ГИА неудовлетворительные результаты;303;;;;;;300;1;2;1;1;;;;;304;1;;;;;
5;не участвовали в ГИА;58;39;1;4;;;57;;1;7;5;;1;;;65;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1855;7;;2;3;18;1855;;;4;4;1;2;;;1859;;;;;;
7;в IV квартале прошлого года;1286;1;;;;4;1280;;6;12;12;;3;;;1298;3;1;;;;
8;после 1 сентября текущего года;1398;8;;1;1;1;1392;;6;2;1;;;;;1400;2;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);8689;20;1;14;13;73;8515;66;108;4;4;2;;;;8693;19;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;8529;19;1;13;13;73;8371;66;92;4;4;2;;;;8533;17;;;;;
11;получили на ГИА неудовлетворительные результаты;156;1;;1;;;142;;14;;;;;;;156;;;;;;
12;не участвовали в ГИА;4;;;;;;2;;2;;;;;;;4;2;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1989;2;;2;2;9;1978;11;;2;2;2;;;;1991;4;;;;;
14;в IV квартале прошлого года;480;1;;1;1;2;478;;2;;;;;;;480;1;;;;;
15;после 1 сентября текущего года;18;;;;;;17;;1;;;;;;;18;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;8580;20;1;14;8;62;8493;41;46;1;1;1;;;;8581;17;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);8554;20;1;14;8;58;8467;41;46;1;1;1;;;;8555;16;;;;;
18;из них сдали ЕГЭ;8407;20;1;14;8;53;8333;41;33;1;1;1;;;;8408;16;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);8456;20;1;14;8;56;8369;41;46;1;1;1;;;;8457;17;;;;;
20;из них сдали ЕГЭ;8188;19;1;13;8;51;8113;41;34;1;1;1;;;;8189;17;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;105;;;;5;11;20;25;60;3;3;1;;;;108;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;302;186;22;49;;;280;;22;261;259;56;95;;;563;7;3;;;;
