;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;6732;1483;554;312;1140;455;233;15;5;8;4094;1421;245;24;10;5;1
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;16;15;7;14;;;;;;;1;;1;;;;
4;7 лет;251;174;72;164;;;;;;;77;27;64;;;;
5;8 лет;520;309;108;108;;;;;;;211;62;121;;2;2;1
6;9 лет;660;363;131;19;;;;;;;297;100;46;;;;
7;10 лет;689;333;149;7;2;2;2;;;;354;116;7;;2;2;
8;11 лет;722;187;58;;115;47;110;;;;420;145;3;;;;
9;12 лет;672;66;18;;169;69;74;;;;437;141;1;;;;
10;13 лет;736;25;6;;239;109;44;;;;472;168;1;;;;
11;14 лет;753;6;4;;251;97;3;;;;496;166;;;2;1;
12;15 лет;731;3;1;;213;76;;;;;515;196;1;;2;;
13;16 лет;489;1;;;106;39;;1;;1;381;135;;;1;;
14;17 лет;219;1;;;36;13;;5;2;2;177;61;;;1;;
15;18 лет;78;;;;5;1;;5;2;2;68;24;;;;;
16;19 лет;43;;;;2;1;;4;1;3;37;13;;;;;
17;20 лет;9;;;;1;1;;;;;8;3;;;;;
18;21 год;4;;;;;;;;;;4;3;;;;;
19;22 года;1;;;;;;;;;;1;;;;;;
20;23 года;2;;;;;;;;;;2;1;;;;;
21;24 года;2;;;;;;;;;;2;1;;;;;
22;25 лет;1;;;;;;;;;;1;;;;;;
23;26 лет;1;;;;;;;;;;1;;;;;;
24;27 лет;1;;;;;;;;;;1;;;;;;
25;28 лет;2;;;;;;;;;;2;2;;;;;
26;29 лет;2;;;;;;;;;;2;;;;;;
27;30–34 года;20;;;;1;;;;;;19;4;;7;;;
28;35–39 лет;30;;;;;;;;;;30;10;;8;;;
29;40 лет и старше;78;;;;;;;;;;78;43;;9;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
