;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1482;137;160;170;182;151;153;159;161;170;19;18;1;1;;;;;;
2;В них обучающихся (всего), чел.;34651;3322;4147;3951;4354;3588;3331;3532;3674;3636;569;523;23;1;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;;;;;;;;;1;;;;;;1;;1;;
4;слабослышащие;31;1;4;1;1;5;3;2;6;5;2;1;;;;22;1;29;2;
5;позднооглохшие;1;;;;1;;;;;;;;;;;1;;1;;
6;слепые;4;;1;;2;;;;;1;;;;;;4;;4;;
7;слабовидящие;42;1;5;5;7;7;1;6;2;6;1;1;;;;22;3;42;;
8;с тяжелыми нарушениями речи;118;31;37;23;11;1;3;4;6;2;;;;;;14;;117;;1
9;с нарушением опорно-двигательного аппарата;175;6;15;18;23;18;13;18;20;22;10;12;;;1;150;2;174;1;
10;с задержкой психического развития;1794;94;148;197;246;177;220;232;232;248;;;;;;131;;1786;7;1
11;с умственной отсталостью (интеллектуальными          нарушениями);557;44;44;70;54;71;54;76;79;59;5;;;1;1;283;;543;14;
12;с расстройствами аутистического спектра;116;42;20;15;16;3;7;6;4;2;;1;;;;95;;113;3;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;90;1;13;10;8;5;6;12;10;16;3;5;1;;;51;4;89;1;
