;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;73;16;;;4;7;8;8;9;7;7;7;;;
2;В них обучающихся, чел.;469;108;;;21;45;45;50;52;44;47;57;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;19;;2;2;1;2;2;2;1;2;3;2;;;
4;В них обучающихся, чел.;112;;3;10;6;12;14;13;13;15;20;6;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;11;;;1;;;;;1;1;;;3;5;
6;В них обучающихся, чел.;68;;;2;;;;;1;1;;;27;37;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;5;;;;;;1;1;1;1;;1;;;
8;В них обучающихся, чел.;56;;;;;;12;11;11;13;;9;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;5;;1;;1;1;;1;;;1;;;;
10;В них обучающихся, чел.;33;;5;;8;7;;7;;;6;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);113;16;3;3;6;10;11;12;12;11;11;10;3;5;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";738;108;8;12;35;64;71;81;77;73;73;72;27;37;
13;в том числе обучаются:          очно;738;108;8;12;35;64;71;81;77;73;73;72;27;37;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);36;3;;;3;1;5;3;6;2;6;7;;;
17;девочки;252;33;3;5;11;23;28;23;28;26;25;22;7;18;
18;лица с ограниченными возможностями здоровья;738;108;8;12;35;64;71;81;77;73;73;72;27;37;
19;из них (из строки 18):             инвалиды;55;32;;;;;;;;1;4;1;5;12;
20;дети-инвалиды;477;72;7;10;20;54;46;60;49;46;45;41;14;13;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;68;3;1;;3;3;6;4;9;12;15;8;2;2;
24;из них воспитанники (без приходящих учащихся);25;3;;;2;1;3;1;5;1;4;5;;;
25;обучающиеся иностранные граждане;1;;;;;;1;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
