;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);63285;1402;;60677;85;42;3
2;Образовательные программы начального общего образования;25965;108;2;25089;;5;
3;из них адаптированные;1002;;;882;;2;
4;в том числе:           для глухих;3;;;3;;;
5;для слабослышащих и позднооглохших;17;;;17;;;
6;для слепых;10;;;2;;;
7;для слабовидящих;18;;;17;;;
8;с тяжелыми нарушениями речи;103;;;95;;;
9;с нарушениями опорно-двигательного аппарата;62;;;55;;2;
10;с задержкой психического развития;692;;;622;;;
11;с расстройствами аутистического спектра;97;;;71;;;
12;Образовательные программы основного общего образования;29562;961;5;29075;14;24;1
13;из них адаптированные;1346;19;;1195;;17;1
14;в том числе:           для глухих;14;;;14;;;
15;для слабослышащих и позднооглохших;32;;;31;;1;
16;для слепых;1;;;;;1;
17;для слабовидящих;23;2;;16;;;
18;с тяжелыми нарушениями речи;16;;;13;;;
19;с нарушениями опорно-двигательного аппарата;92;8;;81;;10;1
20;с задержкой психического развития;1146;8;;1028;;4;
21;с расстройствами аутистического спектра;22;1;;12;;1;
22;Образовательные программы среднего общего образования;6461;333;5;6319;71;4;
23;из них адаптированные;28;5;;28;;1;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;3;2;;3;;;
26;для слепых;;;;;;;
27;для слабовидящих;3;;;3;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;21;3;;21;;1;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;1;;;1;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1297;;;194;;9;2
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);62;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);87;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);20;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
