;;
;;
;;
;;
;;
1;2;3
№ строки;Наименование показателей;Код: да – 1, нет – 0
1;Лицензия на осуществление образовательной деятельности;1794
2;Свидетельство о государственной аккредитации образовательной деятельности по образовательным программам начального общего, основного общего, среднего общего образования;1688
3;Коллегиальные органы управления;1481
4;в том числе:       общее собрание;1366
5;педагогический совет;1462
6;попечительский совет;180
7;управляющий совет;495
8;наблюдательный совет;265
9;другие;337
10;Советы обучающихся;1276
11;Советы родителей;1334
12;Профессиональные союзы работников;1443
13;из строки 03 с участием общественности (родителей, работодателей);1157
14;Организация реализует профориентационный минимум;1396
15;в том числе:       на базовом уровне;827
16;на основном уровне;616
17;на продвинутом уровне;27
