;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);517441;97189;;442206;;789;232
2;Образовательные программы начального общего образования;212549;30597;948;177704;;250;20
3;из них адаптированные;10133;924;38;6822;;218;20
4;в том числе:           для глухих;31;1;;26;;;
5;для слабослышащих и позднооглохших;214;11;1;53;;2;1
6;для слепых;58;;;2;;6;1
7;для слабовидящих;237;7;;88;;5;
8;с тяжелыми нарушениями речи;2179;169;2;1624;;6;3
9;с нарушениями опорно-двигательного аппарата;677;50;3;405;;111;10
10;с задержкой психического развития;6318;663;31;4332;;71;1
11;с расстройствами аутистического спектра;419;23;1;292;;17;4
12;Образовательные программы основного общего образования;266251;54733;1300;233148;;322;128
13;из них адаптированные;15965;2157;40;11205;;273;126
14;в том числе:           для глухих;41;1;;34;;;
15;для слабослышащих и позднооглохших;256;11;1;70;;8;4
16;для слепых;52;1;;3;;4;1
17;для слабовидящих;227;23;1;134;;8;4
18;с тяжелыми нарушениями речи;372;37;;283;;;
19;с нарушениями опорно-двигательного аппарата;732;91;;426;;128;71
20;с задержкой психического развития;14083;1972;38;10123;;103;31
21;с расстройствами аутистического спектра;202;21;;132;;22;15
22;Образовательные программы среднего общего образования;33896;11770;382;29814;;59;25
23;из них адаптированные;186;16;4;83;;45;24
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;15;;;3;;;
26;для слепых;10;;;1;;1;
27;для слабовидящих;14;;;5;;2;
28;с тяжелыми нарушениями речи;2;;;2;;;
29;с нарушениями опорно-двигательного аппарата;102;9;2;41;;35;22
30;с задержкой психического развития;35;7;;24;;7;2
31;с расстройствами аутистического спектра;8;;2;7;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);4745;89;5;1540;;158;59
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);212;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;47;;;;;;
35;основного общего образования (из строки 12);1472;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;55;;;;;;
37;среднего общего образования (из строки 22);108;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;14;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);998;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;119;;;;;;
