;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;517441;508975;23531;333;3903;117;2851;8466;8451;254;4420;7;;517247;182;12
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;97189;96689;2828;33;383;13;290;500;444;9;63;;;97104;85;
3;с применением электронного обучения;442206;437859;15886;121;2150;57;1842;4347;4096;84;1306;7;;442097;97;12
4;с применением дистанционных образовательных технологий;789;230;140;;67;;26;559;559;27;517;;;789;;
5;по индивидуальным учебным планам;5427;4334;3464;172;1724;2;151;1093;1039;52;880;;;5421;3;3
6;на дому;5486;4183;3470;201;2033;3;235;1303;1259;50;1103;;;5481;2;3
7;в медицинской организации;2;2;1;;;;;;;;;;;2;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);701;211;126;;67;;19;490;488;27;448;;;701;;
9;по индивидуальным учебным планам (из строки 05);3604;2764;2297;152;1392;1;129;840;828;40;730;;;3604;;
