;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);49925;3741;33;246;13;164;49913;4;8;443;416;14;86;1;;50368;658;49;3;2;;3
2;в том числе:       получили аттестат об основном общем образовании;49298;3701;32;233;13;164;49290;2;6;434;407;14;77;1;;49732;537;48;3;2;;3
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;15098;157;;52;3;42;15098;;;42;42;7;32;;;15140;15;2;2;;;
4;получили на ГИА неудовлетворительные результаты;573;7;;;;;569;2;2;;;;;;;573;86;;;;;
5;не участвовали в ГИА;54;33;1;13;;;54;;;9;9;;9;;;63;35;1;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;3726;34;1;6;;9;3726;;;11;11;;2;;;3737;24;2;;;;1
7;в IV квартале прошлого года;673;25;;1;;;671;;2;;;;;;;673;;;;;;
8;после 1 сентября текущего года;2979;36;;3;;;2979;;;1;1;;;;;2980;64;1;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);14054;43;4;27;10;58;14020;29;5;40;40;37;3;;;14094;148;2;1;;;2
10;в том числе:       получили аттестат о среднем общем образовании;13996;42;4;26;10;58;13968;25;3;40;40;37;3;;;14036;140;2;1;;;2
11;получили на ГИА неудовлетворительные результаты;56;;;;;;50;4;2;;;;;;;56;5;;;;;
12;не участвовали в ГИА;2;1;;1;;;2;;;;;;;;;2;3;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;3505;5;;4;4;13;3505;;;3;2;2;;;;3508;18;;;;;
14;в IV квартале прошлого года;249;;;;;;249;;;;;;;;;249;1;;;;;
15;после 1 сентября текущего года;32;;;;;;32;;;;;;;;;32;2;;;;;
