;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1360;126;138;156;142;142;158;139;152;153;33;21;;;;;;;;
2;В них обучающихся (всего), чел.;30813;2979;3365;3529;3432;3321;3504;2975;3355;3250;666;437;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;5;;1;2;1;;;;1;;;;;;;4;;5;;
4;слабослышащие;31;7;2;1;4;2;3;2;4;5;1;;;;;28;;31;;
5;позднооглохшие;2;;1;;;;;;;;;1;;;;2;;2;;
6;слепые;1;;;;;1;;;;;;;;;;1;;1;;
7;слабовидящие;59;6;4;5;4;6;8;3;6;8;7;2;;;;50;;59;;
8;с тяжелыми нарушениями речи;347;60;80;82;46;37;26;9;3;4;;;;;2;31;;347;;
9;с нарушением опорно-двигательного аппарата;198;15;10;8;21;24;22;25;24;22;12;15;;;4;168;1;198;;
10;с задержкой психического развития;869;65;49;101;115;101;109;102;118;106;3;;;;1;62;;869;;
11;с умственной отсталостью (интеллектуальными          нарушениями);372;22;33;38;42;60;51;37;49;40;;;;;14;200;;372;;
12;с расстройствами аутистического спектра;91;27;10;16;5;7;10;5;6;3;2;;;;1;57;4;91;;
13;со сложными дефектами;4;;;1;;;1;1;1;;;;;;1;3;;4;;
14;с иными ограниченными возможностями          здоровья;186;7;16;17;16;19;20;16;27;28;13;7;;;10;145;;186;;
