;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);10094;625;540;455;389;592;493;819;702;719;628;1237;1112;1867;1646;1810;1499;1262;864;708;441
2;в том числе:       руководящие работники – всего;698;3;3;9;7;33;22;64;48;62;50;124;106;170;151;127;98;64;44;42;21
3;из них:             директор;224;;;;;10;3;13;5;15;11;32;24;56;48;54;35;21;9;23;13
4;заместители директора;431;3;3;9;7;23;19;48;40;41;33;86;76;98;88;67;57;39;31;17;6
5;руководитель филиала;25;;;;;;;1;1;1;1;5;5;10;9;5;4;2;2;1;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);6680;605;529;421;359;480;400;591;514;439;399;813;763;1269;1187;1120;1028;644;549;298;234
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);5606;451;385;346;287;403;329;469;398;353;316;675;630;1089;1010;989;904;576;487;255;201
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1435;113;111;81;80;70;70;108;108;104;104;191;191;342;342;265;265;135;135;26;26
9;русского языка и литературы;768;62;59;45;43;37;35;56;55;39;38;91;91;167;167;163;163;78;78;30;30
10;языка народов России и литературы;130;2;1;1;1;13;13;6;6;6;6;24;23;32;32;30;30;12;12;4;4
11;истории, экономики, права, обществознания;372;30;20;32;26;37;30;30;19;29;27;44;40;67;56;59;48;32;22;12;8
12;информатики;126;22;19;6;5;19;10;20;17;7;6;15;12;18;16;11;10;7;2;1;
13;физики;197;10;6;10;4;7;5;16;12;13;6;14;12;30;20;48;42;32;20;17;8
14;математики;553;52;46;33;28;33;30;40;40;30;26;58;56;102;99;95;89;74;72;36;35
15;химии;152;4;3;6;5;10;10;9;8;8;8;18;17;31;29;37;37;16;13;13;13
16;географии;177;16;13;13;12;9;4;12;11;13;12;14;13;34;30;28;25;30;26;8;6
17;биологии;190;17;15;10;10;17;17;9;9;14;10;33;33;28;27;31;30;21;21;10;9
18;иностранных языков;617;61;56;45;42;64;59;74;73;49;48;68;66;84;83;84;83;53;50;35;34
19;из них:                         английского языка;524;60;55;45;42;59;54;66;65;48;47;53;51;60;58;65;64;45;42;23;22
20;немецкого языка;86;1;1;;;5;5;8;8;1;1;14;14;22;22;17;17;7;7;11;11
21;французского языка;7;;;;;;;;;;;1;1;2;2;2;2;1;1;1;1
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;372;32;11;36;11;44;15;48;13;18;6;43;23;49;24;37;11;43;14;22;5
24;труда (технологии);201;6;4;4;3;11;9;11;7;12;8;35;30;35;27;39;23;24;10;24;15
25;музыки и пения;111;10;10;8;7;10;9;6;6;5;5;11;11;24;22;27;26;4;3;6;5
26;изобразительного искусства, черчения;90;8;8;5;4;7;7;6;4;2;2;9;9;26;24;16;16;8;7;3;2
27;основ безопасности и защиты Родины;61;2;;5;1;8;;9;3;;;3;;8;;14;1;5;;7;
28;основ духовно-нравственной культуры народов России;2;;;;;;;1;1;;;1;1;;;;;;;;
29;прочих предметов;52;4;3;6;5;7;6;8;6;4;4;3;2;12;12;5;5;2;2;1;1
30;учителя-логопеды;76;16;16;9;9;2;2;4;4;10;10;6;6;18;18;9;9;1;1;1;1
31;учителя-дефектологи;35;5;5;4;4;6;6;1;1;5;5;2;2;4;4;5;5;1;1;2;2
32;из них:                      олигофренопедагог;8;1;1;1;1;3;3;;;2;2;1;1;;;;;;;;
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;11;;;;;1;1;;;;;;;3;3;5;5;;;2;2
35;социальные педагоги;15;1;1;2;2;;;2;2;4;3;1;1;2;2;;;2;2;1;1
36;педагоги дополнительного образования;74;13;7;2;2;9;5;7;4;3;3;3;2;10;10;10;7;7;4;10;6
37;педагоги-психологи;167;26;26;11;10;22;22;36;36;14;14;24;24;19;19;10;10;3;3;2;2
38;воспитатели;500;36;36;20;20;21;19;49;47;35;34;82;79;108;106;84;81;43;42;22;17
39;мастера производственного обучения;3;;;;;;;;;1;1;;;;;;;1;;1;1
40;тьюторы;20;10;10;;;1;1;3;3;2;2;2;2;1;1;;;1;1;;
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;98;31;28;17;15;10;10;15;15;5;5;10;10;6;6;3;3;;;1;1
42;другие;86;16;15;10;10;6;6;5;4;7;6;8;7;12;11;10;9;9;8;3;2
43;учебно-вспомогательный персонал;190;8;3;2;2;15;15;24;23;35;33;24;24;26;21;26;25;17;14;13;9
44;иной персонал;2526;9;5;23;21;64;56;140;117;183;146;276;219;402;287;537;348;537;257;355;177
45;из них:             ассистент (помощник);;;;;;;;;;;;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
