;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);72334;7292;7316;7515;7467;7412;7317;7354;7289;7477;3101;2708;55;31
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);72191;7283;7306;7503;7464;7406;7313;7346;7277;7438;3096;2673;55;31
3;в том числе обучались:       очно;71981;7283;7306;7503;7464;7404;7313;7345;7277;7437;2976;2673;;
4;очно-заочно;75;;;;;2;;1;;;45;;15;12
5;заочно;135;;;;;;;;;1;75;;40;19
6;Численность экстернов, окончивших данный класс;143;9;10;12;3;6;4;8;12;39;5;35;;
7;из них (из стр.06)  обучались:       в форме семейного образования;101;9;10;12;3;6;4;8;12;35;1;1;;
8;в форме самообразования;31;;;;;;;;;;4;27;;
9;по программам, не имеющим государственной аккредитации;2;;;;;;;;;;;2;;
