;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);72858;73;;1122;;1515;5
2;Образовательные программы начального общего образования;28726;26;;402;;468;
3;из них адаптированные;836;26;;26;;11;
4;в том числе:           для глухих;16;12;;;;;
5;для слабослышащих и позднооглохших;29;11;;;;;
6;для слепых;;;;;;;
7;для слабовидящих;47;;;2;;1;
8;с тяжелыми нарушениями речи;267;;;16;;7;
9;с нарушениями опорно-двигательного аппарата;54;;;;;1;
10;с задержкой психического развития;353;;;8;;2;
11;с расстройствами аутистического спектра;70;3;;;;;
12;Образовательные программы основного общего образования;37053;47;4;609;;880;3
13;из них адаптированные;922;45;3;14;;14;
14;в том числе:           для глухих;18;16;1;;;1;
15;для слабослышащих и позднооглохших;43;28;2;;;;
16;для слепых;1;;;;;;
17;для слабовидящих;85;;;;;1;
18;с тяжелыми нарушениями речи;75;;;5;;1;
19;с нарушениями опорно-двигательного аппарата;112;1;;;;3;
20;с задержкой психического развития;559;;;9;;8;
21;с расстройствами аутистического спектра;29;;;;;;
22;Образовательные программы среднего общего образования;6357;;;98;;165;2
23;из них адаптированные;47;;;;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;16;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;26;;;;;;
30;с задержкой психического развития;4;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);722;;;13;;2;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);13;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);18;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);13;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
