;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;2506;271;289;289;295;284;285;263;256;272;1;;;1
2;В них обучающихся, чел.;54822;5956;6553;6506;6660;6114;6197;5567;5577;5687;4;;;1
3;Число классов с углубленным изучением отдельных предметов, ед.;354;;1;3;2;11;15;25;28;18;125;120;3;3
4;В них обучающихся, чел.;6642;;32;81;53;263;406;618;674;454;2064;1939;30;28
5;Число гимназических классов, ед.;91;9;10;9;9;9;9;9;9;9;5;4;;
6;В них обучающихся, чел.;2396;209;264;249;248;261;260;243;227;234;112;89;;
7;Число лицейских классов, ед.;3;;;;;;;;;;2;1;;
8;В них обучающихся, чел.;51;;;;;;;;;;28;23;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;2954;280;300;301;306;304;309;297;293;299;133;125;3;4
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";63911;6165;6849;6836;6961;6638;6863;6428;6478;6375;2208;2051;30;29
11;в том числе обучаются:          очно;63565;6136;6835;6817;6946;6620;6822;6406;6441;6328;2185;2028;;1
12;очно-заочно;342;29;14;19;15;18;41;22;37;47;19;23;30;28
13;заочно;4;;;;;;;;;;4;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);2034;188;179;182;187;189;210;213;203;265;97;121;;
15;девочки;31450;3002;3337;3288;3459;3289;3374;3167;3201;3080;1162;1090;;1
16;оставленные на повторное обучение;208;9;21;12;31;11;11;16;30;67;;;;
17;лица с ограниченными возможностями здоровья;3569;219;329;370;493;315;375;418;483;546;10;10;;1
18;из них:                инвалиды;23;14;;;;;;;5;1;;2;;1
19;дети-инвалиды;259;25;32;24;25;27;39;22;22;33;7;3;;
20;инвалиды (кроме учтенных в строке 18);3;;;;;;;;;1;1;1;;
21;дети-инвалиды (кроме учтенных в строке 19);437;31;25;27;47;59;49;45;53;47;30;24;;
22;дети-сироты и дети, оставшиеся без попечения родителей;836;51;55;75;90;84;94;102;108;125;34;17;;1
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;372;51;42;47;38;40;32;39;34;29;9;2;2;7
25;из них девочки;151;22;20;17;13;14;15;15;16;16;2;1;;
26;обучающиеся лица без гражданства;5;1;;;1;;;1;1;1;;;;
