;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;7;;;;;2;;;1;;;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;;1;;;;;;;;;;;;
2;В них обучающихся, чел.;7;;;;;2;;;1;;;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;;1;;;;;;;7;;7;;;
3;Число классов для слабослышащих и позднооглохших, ед.;13;;;;;;;;2;;;2;;;;1;2;;;;;;1;;;1;;;2;;;1;;;;;1;;;;;;;;;;;;;;
4;В них обучающихся, чел.;35;;;;;;;;5;;;3;;;;1;7;;;;;;1;;;6;;;7;;;4;;;;;1;;;;;;;;;35;;34;;;
5;Число классов для слепых, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;слабовидящих и поздноослепших;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Число классов для слабовидящих и поздноослепших, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;13;2;1;1;2;;;;;;;;;;;;;;1;;;1;1;;;1;;;1;;;1;;;;;1;;;;;;;;;;;;;;
12;В них обучающихся, чел.;113;19;12;12;23;;;;;;;;;;;;;;14;;;6;8;;;5;;;2;;;8;;;;;4;;;;;;;;;113;;16;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;75;4;4;7;7;2;2;;3;1;;2;;;2;;;8;9;6;7;10;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;840;46;47;60;67;24;27;;33;10;;28;;;27;;;86;95;82;87;110;;;;;;;;;;11;;;;;;;;;;;;;;840;;27;;;3
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;8;;;;;1;2;3;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;45;;;;;5;13;18;;;;;;;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;41;;;
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;12;;;;;;1;1;2;;;1;;;1;;;;;1;1;1;1;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;
22;В них обучающихся, чел.;106;;;;;;4;14;15;;;14;;;12;;;;;6;11;9;10;;;7;;;;;;;;;;;;4;;;;;;;;106;;69;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);128;6;5;8;9;5;5;4;8;1;;5;;;4;2;2;8;10;7;8;12;4;;;4;;;4;;;3;;;;;2;1;1;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";1146;65;59;72;90;31;44;32;54;10;;45;;;44;5;7;86;109;88;98;125;20;;;19;;;10;;;23;;;;;5;4;1;;;;;;;1146;;194;;;3
25;в том числе обучаются:       очно;1124;63;57;69;84;31;44;32;54;10;;45;;;43;5;7;85;107;87;96;123;20;;;19;;;10;;;23;;;;;5;4;1;;;;;;;1124;;186;;;3
26;очно-заочно;22;2;2;3;6;;;;;;;;;;1;;;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;22;;8;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);107;7;3;11;12;2;;;2;;;3;;;;1;5;8;17;9;12;;;;;7;;;3;;;4;;;;;1;;;;;;;;;24;;1;;;
29;девочки;357;17;17;26;29;5;16;10;13;3;;8;;;7;1;5;27;40;26;41;37;8;;;4;;;2;;;9;;;;;2;4;;;;;;;;152;;12;;;
