;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);4343;1564;2008;533;50;68;32;88;100;4244;94;5
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;120;44;72;;;1;;3;;116;4;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;18;8;9;;;;;1;;14;4;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;70;23;47;;;;;;;70;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;3546;1421;1766;205;50;22;;82;20;3534;12;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;149;61;60;2;6;4;;16;;149;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;69;35;29;5;;;;;;68;1;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;112;;3;99;;10;;;;112;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;129;;;129;;;;;;129;;
10;в связи с переходом на семейное образование и самообразование;213;71;115;26;;;;1;;211;;2
11;по болезни;1;1;;;;;;;;1;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;35;;34;1;;;;;1;35;;
13;выбыло по другим причинам;187;27;18;73;;35;32;2;79;106;78;3
