;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1506;104;168;166;197;144;166;176;179;190;6;9;;1;;;;;;
2;В них обучающихся (всего), чел.;28023;1944;3248;3194;3692;2751;3183;3139;3254;3434;95;88;;1;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;12;1;2;1;;1;3;1;1;1;1;;;;;5;;12;;
5;позднооглохшие;3;;;1;;;1;;1;;;;;;;3;;3;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;32;4;4;3;6;1;4;3;3;3;;1;;;;13;;29;3;
8;с тяжелыми нарушениями речи;161;32;33;28;29;8;12;9;5;5;;;;;;10;;159;2;
9;с нарушением опорно-двигательного аппарата;72;11;7;8;8;9;12;3;3;9;1;1;;;1;53;;52;20;
10;с задержкой психического развития;2605;139;234;250;378;209;271;333;381;410;;;;;;62;;2566;39;
11;с умственной отсталостью (интеллектуальными          нарушениями);660;22;45;76;70;87;72;67;89;117;7;7;;1;22;101;;575;85;
12;с расстройствами аутистического спектра;20;10;3;3;1;;;1;;;1;1;;;;8;;17;3;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;4;;1;;1;;;1;;1;;;;;;4;;4;;
