;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);9903;3581;4979;1133;46;76;6;82;504;9426;455;22
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;79;21;33;16;3;;;6;;79;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;29;9;13;;3;;;4;;29;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;14;5;9;;;;;;;14;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;8531;3446;4588;353;41;57;;46;62;8483;48;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;187;69;107;11;;;;;;187;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;35;27;8;;;;;;;35;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;317;;76;226;;10;5;;12;312;3;2
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;170;;22;148;;;;;2;167;3;
10;в связи с переходом на семейное образование и самообразование;143;32;82;19;2;3;;5;;139;3;1
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;33;;3;27;;2;1;;3;23;9;1
13;выбыло по другим причинам;630;82;175;344;;4;;25;425;223;389;18
