;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;135811;54997;27111;12489;70027;34497;14182;10787;5656;5659;1120;1661;698;33
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;649;649;376;634;;;;;;;;7;1;
4;7 лет;10564;10564;5290;9763;;;;;;;1;154;61;2
5;8 лет;13897;13897;6912;1926;;;;;;;7;200;91;2
6;9 лет;14092;14089;6920;148;3;2;3;;;;5;188;87;3
7;10 лет;14167;13256;6500;12;911;509;879;;;;7;204;85;7
8;11 лет;14279;2231;991;3;12048;5945;10954;;;;3;207;82;3
9;12 лет;14532;220;83;2;14312;7145;2123;;;;3;188;82;3
10;13 лет;13803;59;25;1;13744;6781;182;;;;10;145;56;5
11;14 лет;13895;11;6;;13884;6858;26;;;;17;163;74;2
12;15 лет;13318;8;2;;12849;6339;8;461;275;429;100;100;41;3
13;16 лет;6902;4;3;;1974;811;4;4924;2680;4375;116;60;26;2
14;17 лет;4517;3;1;;181;74;;4333;2347;599;122;26;7;
15;18 лет;527;2;2;;33;9;1;492;225;33;92;8;2;
16;19 лет;61;;;;6;2;;55;22;9;41;;;
17;20 лет;51;;;;10;3;;41;6;16;46;2;1;
18;21 год;41;;;;7;1;;34;12;13;40;;;
19;22 года;52;;;;2;2;;50;11;19;51;;;
20;23 года;45;;;;7;2;;38;8;13;45;1;;
21;24 года;46;;;;2;;;44;8;13;46;;;
22;25 лет;61;;;;8;;;53;8;26;61;2;;
23;26 лет;42;;;;4;1;1;38;11;15;42;1;;
24;27 лет;42;;;;7;1;1;35;6;12;42;;;
25;28 лет;32;;;;5;1;;27;3;13;32;;;
26;29 лет;32;;;;5;3;;27;3;12;32;2;2;
27;30–34 года;67;;;;12;2;;55;13;24;66;2;;
28;35–39 лет;50;;;;6;3;;44;11;21;50;1;;
29;40 лет и старше;47;4;;;7;3;;36;7;17;43;;;1
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
