;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);135915;14182;14107;14187;14284;14496;13842;13626;13729;13305;5275;4580;205;97
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);135770;14175;14094;14182;14275;14479;13836;13618;13714;13265;5270;4560;205;97
3;в том числе обучались:       очно;134827;14168;14088;14175;14268;14465;13818;13563;13647;13116;4965;4554;;
4;очно-заочно;871;7;6;7;7;14;18;53;65;148;280;3;169;94
5;заочно;72;;;;;;;2;2;1;25;3;36;3
6;Численность экстернов, окончивших данный класс;145;7;13;5;9;17;6;8;15;40;5;20;;
7;из них (из стр.06)  обучались:       в форме семейного образования;132;7;13;5;9;15;5;8;13;40;4;13;;
8;в форме самообразования;8;;;;;;;;;;1;7;;
9;по программам, не имеющим государственной аккредитации;2;;;;;1;;;1;;;;;
