;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;3482;639;232;104;797;237;115;;;;2046;747;125;19;10;5;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;2;2;;2;;;;;;;;;;;;;
4;7 лет;72;42;18;37;;;;;;;30;12;28;;;;
5;8 лет;206;97;39;46;;;;;;;109;34;66;;1;;
6;9 лет;256;143;39;16;;;;;;;113;38;23;3;;;
7;10 лет;349;162;67;3;;;;;;;187;68;8;2;2;1;
8;11 лет;357;130;45;;24;7;22;;;;203;66;;1;2;1;
9;12 лет;389;46;19;;87;23;53;;;;256;88;;;;;
10;13 лет;444;15;4;;162;49;34;;;;267;105;;1;1;;
11;14 лет;469;1;;;212;65;6;;;;256;81;;1;2;2;
12;15 лет;469;1;1;;176;53;;;;;292;115;;1;1;;
13;16 лет;286;;;;89;26;;;;;197;77;;;1;1;
14;17 лет;104;;;;34;9;;;;;70;34;;;;;
15;18 лет;34;;;;10;3;;;;;24;10;;;;;
16;19 лет;18;;;;1;1;;;;;17;8;;;;;
17;20 лет;2;;;;;;;;;;2;2;;1;;;
18;21 год;2;;;;1;1;;;;;1;1;;;;;
19;22 года;5;;;;1;;;;;;4;;;1;;;
20;23 года;;;;;;;;;;;;;;;;;
21;24 года;1;;;;;;;;;;1;;;;;;
22;25 лет;3;;;;;;;;;;3;2;;;;;
23;26 лет;1;;;;;;;;;;1;1;;;;;
24;27 лет;1;;;;;;;;;;1;;;;;;
25;28 лет;;;;;;;;;;;;;;;;;
26;29 лет;1;;;;;;;;;;1;1;;;;;
27;30–34 года;5;;;;;;;;;;5;2;;3;;;
28;35–39 лет;3;;;;;;;;;;3;2;;2;;;
29;40 лет и старше;3;;;;;;;;;;3;;;3;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
