;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);83526;9069;9174;9557;9234;9012;8325;8083;8109;7750;2772;2370;33;38
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);83355;9049;9167;9555;9231;9001;8321;8078;8095;7654;2771;2363;33;37
3;в том числе обучались:       очно;83001;9034;9149;9548;9219;8997;8312;8053;8019;7580;2730;2360;;
4;очно-заочно;311;11;10;5;8;4;9;25;72;65;38;2;29;33
5;заочно;43;4;8;2;4;;;;4;9;3;1;4;4
6;Численность экстернов, окончивших данный класс;171;20;7;2;3;11;4;5;14;96;1;7;;1
7;из них (из стр.06)  обучались:       в форме семейного образования;157;20;7;2;3;11;4;5;13;86;1;5;;
8;в форме самообразования;3;;;;;;;;;;;2;;1
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
