;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);86208;470;;120;;158;1
2;Образовательные программы начального общего образования;35997;;;;;14;
3;из них адаптированные;765;;;;;13;
4;в том числе:           для глухих;3;;;;;;
5;для слабослышащих и позднооглохших;27;;;;;;
6;для слепых;3;;;;;;
7;для слабовидящих;45;;;;;2;
8;с тяжелыми нарушениями речи;27;;;;;1;
9;с нарушениями опорно-двигательного аппарата;69;;;;;10;
10;с задержкой психического развития;528;;;;;;
11;с расстройствами аутистического спектра;63;;;;;;
12;Образовательные программы основного общего образования;42857;110;4;;;21;
13;из них адаптированные;269;;;;;21;
14;в том числе:           для глухих;12;;;;;;
15;для слабослышащих и позднооглохших;33;;;;;;
16;для слепых;12;;;;;;
17;для слабовидящих;32;;;;;;
18;с тяжелыми нарушениями речи;13;;;;;1;
19;с нарушениями опорно-двигательного аппарата;72;;;;;18;
20;с задержкой психического развития;65;;;;;;
21;с расстройствами аутистического спектра;30;;;;;2;
22;Образовательные программы среднего общего образования;5644;360;9;120;;123;1
23;из них адаптированные;25;;;;;3;1
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;2;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;10;;;;;3;1
30;с задержкой психического развития;12;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1710;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);99;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
35;основного общего образования (из строки 12);168;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;7;;;;;;
37;среднего общего образования (из строки 22);29;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);424;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;233;;;;;;
