;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);10650;334;279;281;256;565;503;918;822;1015;902;1421;1269;1780;1544;1808;1477;1492;1090;1036;728
2;в том числе:       руководящие работники – всего;691;1;1;5;5;22;18;57;48;76;61;139;113;160;140;129;105;67;41;35;17
3;из них:             директор;241;;;;;5;4;10;8;22;18;47;31;52;42;58;45;27;13;20;8
4;заместители директора;444;1;1;5;5;17;14;46;39;53;42;90;80;108;98;71;60;38;27;15;9
5;руководитель филиала;5;;;;;;;;;1;1;2;2;;;;;2;1;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);5907;291;257;237;216;402;368;555;509;558;516;799;743;1019;932;932;848;703;579;411;331
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);4933;254;224;204;185;332;300;443;397;445;409;652;605;861;780;790;709;603;491;349;277
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1496;67;67;65;65;103;103;153;153;170;170;222;222;304;303;236;236;129;129;47;47
9;русского языка и литературы;609;30;28;14;14;22;22;31;31;39;39;79;79;116;115;129;129;89;88;60;59
10;языка народов России и литературы;130;2;2;2;2;4;4;11;10;7;7;11;11;32;32;31;31;23;23;7;6
11;истории, экономики, права, обществознания;307;24;18;16;13;33;29;29;21;17;11;42;36;65;55;37;33;29;26;15;14
12;информатики;88;9;4;2;1;12;10;16;8;11;9;9;7;11;9;9;9;8;5;1;1
13;физики;142;4;4;7;7;5;5;9;8;8;6;25;19;18;14;25;19;30;16;11;6
