;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);13086;577;486;463;402;827;720;1371;1217;1432;1280;1778;1586;2176;1870;1944;1625;1539;1138;979;718
2;в том числе:       руководящие работники – всего;813;4;4;6;5;43;40;75;66;97;89;145;137;210;196;113;103;76;69;44;39
3;из них:             директор;253;;;2;2;9;8;17;14;30;23;46;41;66;59;41;37;28;22;14;12
4;заместители директора;524;4;4;4;3;33;31;55;49;62;61;92;89;137;130;66;62;45;45;26;24
5;руководитель филиала;31;;;;;1;1;2;2;5;5;7;7;6;5;5;3;2;2;3;2
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);7752;512;437;379;330;557;483;822;754;799;721;961;893;1231;1146;1109;1033;830;747;552;466
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);6489;423;353;293;250;428;364;630;565;643;571;810;745;1081;1004;973;900;730;658;478;415
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1986;165;160;79;78;112;112;166;163;165;164;270;270;418;418;359;359;175;173;77;77
9;русского языка и литературы;794;39;39;40;37;47;46;59;58;77;76;104;104;138;136;119;119;94;91;77;76
10;языка народов России и литературы;3;;;;;;;;;1;1;1;1;;;1;1;;;;
