;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);100228;1216;;5585;;11459;109
2;Образовательные программы начального общего образования;39918;315;9;2120;;4584;
3;из них адаптированные;1883;5;;99;;220;
4;в том числе:           для глухих;10;;;;;;
5;для слабослышащих и позднооглохших;48;;;1;;2;
6;для слепых;10;;;;;1;
7;для слабовидящих;181;;;1;;9;
8;с тяжелыми нарушениями речи;617;2;;51;;78;
9;с нарушениями опорно-двигательного аппарата;111;;;3;;7;
10;с задержкой психического развития;809;3;;40;;116;
11;с расстройствами аутистического спектра;97;;;3;;7;
12;Образовательные программы основного общего образования;51657;757;20;3083;;5955;98
13;из них адаптированные;2415;22;;162;;365;1
14;в том числе:           для глухих;17;;;;;;
15;для слабослышащих и позднооглохших;58;;;2;;7;1
16;для слепых;10;;;;;6;
17;для слабовидящих;214;1;;2;;7;
18;с тяжелыми нарушениями речи;377;3;;51;;67;
19;с нарушениями опорно-двигательного аппарата;148;2;;7;;31;
20;с задержкой психического развития;1518;12;;97;;239;
21;с расстройствами аутистического спектра;73;4;;3;;8;
22;Образовательные программы среднего общего образования;6949;140;10;370;;779;11
23;из них адаптированные;39;2;;1;;3;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;4;1;;;;1;
26;для слепых;;;;;;;
27;для слабовидящих;17;;;1;;1;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;6;;;;;1;
30;с задержкой психического развития;5;;;;;;
31;с расстройствами аутистического спектра;6;1;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1704;4;4;12;;141;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);79;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;72;;;;;;
35;основного общего образования (из строки 12);65;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;58;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);22;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;4;;;;;;
