;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;4445;471;500;508;531;512;502;397;499;514;2;1;;8
2;В них обучающихся, чел.;76060;7680;8396;8886;9255;8953;8900;6632;8444;8873;2;4;;35
3;Число классов с углубленным изучением отдельных предметов, ед.;557;;;;;6;4;100;19;8;211;192;14;3
4;В них обучающихся, чел.;8129;;;;;136;104;1842;413;168;2943;2402;86;35
5;Число гимназических классов, ед.;348;30;32;32;34;37;37;37;34;33;21;21;;
6;В них обучающихся, чел.;10308;885;998;973;1035;1131;1125;1032;1014;912;645;558;;
7;Число лицейских классов, ед.;107;9;11;11;12;11;10;11;11;11;5;5;;
8;В них обучающихся, чел.;2781;239;281;303;318;291;270;285;259;273;129;133;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;5457;510;543;551;577;566;553;545;563;566;239;219;14;11
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";97278;8804;9675;10162;10608;10511;10399;9791;10130;10226;3719;3097;86;70
11;в том числе обучаются:          очно;96719;8804;9675;10162;10575;10500;10357;9734;10035;10192;3586;3097;;2
12;очно-заочно;553;;;;33;11;42;56;93;31;133;;86;68
13;заочно;6;;;;;;;1;2;3;;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);1858;135;150;175;172;195;180;220;234;219;95;83;;
15;девочки;47864;4303;4804;5044;5195;5196;5014;4708;4970;4921;1966;1689;31;23
16;оставленные на повторное обучение;597;118;45;28;57;19;24;42;62;179;12;2;7;2
17;лица с ограниченными возможностями здоровья;3794;322;372;375;493;381;429;413;467;461;46;33;;2
18;из них:                инвалиды;62;3;2;1;1;8;10;4;8;13;4;7;;1
19;дети-инвалиды;1024;120;105;97;115;104;125;102;97;109;28;21;;1
20;инвалиды (кроме учтенных в строке 18);11;1;;1;;1;1;3;3;1;;;;
21;дети-инвалиды (кроме учтенных в строке 19);320;18;16;29;26;46;35;30;27;39;29;25;;
22;дети-сироты и дети, оставшиеся без попечения родителей;1262;58;90;93;142;126;141;150;170;218;41;33;;
23;из них воспитанники (без приходящих учащихся);3;;;1;1;1;;;;;;;;
24;обучающиеся иностранные граждане;202;17;16;13;34;9;15;30;31;25;3;3;;6
25;из них девочки;47;8;5;4;9;2;5;3;6;5;;;;
26;обучающиеся лица без гражданства;;;;;;;;;;;;;;
