;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);9741;286;4;63;3;30;9718;23;;159;102;;11;;;9900;23;1;;;;2
2;в том числе:       получили аттестат об основном общем образовании;9570;280;3;60;3;30;9548;22;;159;102;;11;;;9729;20;1;;;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;2814;27;;15;;10;2804;10;;7;6;;2;;;2821;;;;;;
4;получили на ГИА неудовлетворительные результаты;147;;;;;;146;1;;;;;;;;147;2;;;;;
5;не участвовали в ГИА;24;6;1;3;;;24;;;;;;;;;24;1;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;424;7;;7;;1;424;;;12;4;;;;;436;1;;;;;
7;в IV квартале прошлого года;1079;16;;8;;1;1079;;;36;25;;1;;;1115;;;;;;
8;после 1 сентября текущего года;588;;;;;;585;3;;;;;;;;588;2;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);2900;28;7;15;3;4;2864;36;;;;;;;;2900;5;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;2867;26;6;14;3;4;2836;31;;;;;;;;2867;5;;;;;
11;получили на ГИА неудовлетворительные результаты;30;2;1;1;;;25;5;;;;;;;;30;;;;;;
12;не участвовали в ГИА;3;;;;;;3;;;;;;;;;3;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;453;2;;1;1;;453;;;;;;;;;453;;;;;;
14;в IV квартале прошлого года;207;;;;1;;207;;;;;;;;;207;;;;;;
