;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;7;;;;;;1;;1;;;;;;;1;;;;;;;1;;;;;;1;;;;;;;1;1;;;;;;;;;;;;;;
2;В них обучающихся, чел.;35;;;;;;1;;6;;;;;;;8;;;;;;;4;;;;;;5;;;;;;;5;6;;;;;;;;;35;5;28;;;
3;Число классов для слабослышащих и позднооглохших, ед.;6;;;1;1;;1;;;;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;
4;В них обучающихся, чел.;39;;;7;8;;7;;;;;;;;;;;;;;;;5;;;7;;;;;;5;;;;;;;;;;;;;;39;;34;;;
5;Число классов для слепых, ед.;3;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;11;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;11;;11;;;
7;слабовидящих и поздноослепших;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Число классов для слабовидящих и поздноослепших, ед.;30;2;2;2;2;;;1;1;;;1;;;;;1;2;2;2;3;2;1;;;1;;;1;;;;;;;;2;1;1;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;305;26;16;24;27;;;7;10;;;12;;;;;9;27;20;22;34;22;8;;;4;;;9;;;;;;;;16;3;9;;;;;;;305;;54;;;1
10;cлепых;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;29;3;3;2;2;;2;2;1;;;2;;;1;;;1;1;1;;;2;;;1;;;2;;;2;;;;;1;;;;;;;;;;;;;;
12;В них обучающихся, чел.;302;31;36;25;24;;18;19;12;;;23;;;11;;;13;13;10;;;20;;;9;;;20;;;9;;;;;9;;;;;;;;;238;;79;;;4
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;10;;;;;;1;1;1;;;1;;;1;;;1;;;;;;;;1;;;1;;;;;;;1;1;;;;;;;;;;;;;;
14;В них обучающихся, чел.;41;;;;;;5;6;5;;;6;;;1;;;1;;;;;;;;4;;;3;;;;;;;6;4;;;;;;;;;41;;39;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;47;3;2;4;1;;2;2;;;1;1;;1;;;2;6;5;6;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;536;33;26;33;11;;16;17;;;15;11;;10;;;23;69;65;77;60;70;;;;;;;;;;;;;;;;;;;;;;;;377;;77;;;
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;36;3;1;1;1;1;2;2;;1;2;;1;1;;1;1;3;6;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;428;36;10;14;14;7;17;22;;11;20;;16;14;;14;13;37;64;51;23;45;;;;;;;;;;;;;;;;;;;;;;;;392;;94;;;3
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);168;11;8;10;7;1;9;9;5;1;3;5;1;2;2;2;4;13;14;13;10;11;5;;;4;;;5;;;3;;;;2;6;1;1;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";1698;126;88;103;84;7;64;75;37;11;35;52;16;24;12;22;45;147;163;160;117;137;37;;;24;;;37;;;14;;;;11;38;3;9;;;;;;;1439;5;417;;;8
25;в том числе обучаются:       очно;1698;126;88;103;84;7;64;75;37;11;35;52;16;24;12;22;45;147;163;160;117;137;37;;;24;;;37;;;14;;;;11;38;3;9;;;;;;;1439;5;417;;;8
26;очно-заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);103;6;4;3;9;;6;10;13;;;3;;;;5;6;;1;;;;8;;;3;;;9;;;4;;;;4;9;;;;;;;;;36;;15;;;
29;девочки;590;31;36;34;31;2;18;24;17;3;11;19;4;10;3;5;12;46;57;53;45;54;16;;;8;;;13;;;6;;;;6;20;2;4;;;;;;;139;;51;;;2
30;лица с ограниченными возможностями здоровья;1439;112;67;82;73;7;54;74;37;11;24;52;16;16;12;22;26;121;126;128;95;111;37;;;24;;;37;;;14;;;;11;38;3;9;;;;;;;;;;;;
31;из них (из строки 30):             инвалиды;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;
32;дети-инвалиды;417;43;22;15;18;5;33;39;22;1;14;16;6;5;5;14;7;17;22;23;11;10;18;;;11;;;14;;;5;;;;10;8;;3;;;;;;;;;;;;
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;33;;;;1;;;;;;;2;;;2;1;1;;4;6;5;3;3;;;1;;;3;;;1;;;;;;;;;;;;;;23;;5;;;
36;из них воспитанники (без приходящих учащихся);8;;;;;;;;;;;;;;;1;1;;1;;;;1;;;;;;3;;;1;;;;;;;;;;;;;;2;;;;;
37;обучающиеся иностранные граждане;3;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;из них девочки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;обучающиеся лица без гражданства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
