;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;767240;316579;155135;71236;394629;192134;80360;56032;29030;30550;2788;4774;2009;370
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;4511;4511;2350;4384;;;;;;;;40;18;
4;7 лет;63965;63917;31701;57901;48;;;;;;4;380;161;26
5;8 лет;78589;78588;38614;8384;1;;1;;;;5;510;212;23
6;9 лет;81421;81371;40089;459;50;16;35;;;;1;489;205;28
7;10 лет;83358;76884;37702;72;6474;3235;6015;;;;8;558;230;53
8;11 лет;82227;10157;4301;24;72070;35617;63985;;;;9;490;192;33
9;12 лет;81552;860;284;5;80692;39274;8873;;;;3;516;219;55
10;13 лет;77533;170;58;2;77362;38017;1137;1;1;1;6;552;236;37
11;14 лет;77062;63;19;;76949;37371;250;50;15;49;10;456;187;38
12;15 лет;73029;28;7;1;69752;33986;32;3249;1706;3021;65;410;191;39
13;16 лет;37439;12;1;1;9805;4125;14;27622;14514;24029;508;238;99;19
14;17 лет;23147;15;8;3;1165;422;8;21967;11458;2973;876;102;44;15
15;18 лет;2321;3;1;;156;49;2;2162;1027;102;627;13;6;
16;19 лет;206;;;;30;9;;176;95;18;137;1;1;
17;20 лет;74;;;;13;7;;61;25;13;52;1;;
18;21 год;54;;;;4;1;;50;20;16;38;1;1;
19;22 года;54;;;;5;1;;49;12;19;33;1;;
20;23 года;49;;;;4;;;45;12;18;31;;;1
21;24 года;55;;;;1;;;54;15;27;28;2;1;
22;25 лет;50;;;;;;;50;11;30;23;1;1;
23;26 лет;37;;;;1;;;36;10;18;17;2;1;
24;27 лет;66;;;;1;;;65;9;47;31;2;;
25;28 лет;46;;;;2;;1;44;8;26;20;1;1;
26;29 лет;49;;;;2;;;47;13;24;24;5;2;1
27;30–34 года;130;;;;2;1;1;128;39;50;88;3;1;2
28;35–39 лет;90;;;;15;1;3;75;19;28;53;;;
29;40 лет и старше;126;;;;25;2;3;101;21;41;91;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
