;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);759346;77978;81170;83857;79926;80321;76985;76363;76455;74303;28553;22248;966;221
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);754302;77513;80733;83453;79617;80025;76696;76082;76111;73057;28143;21724;965;183
3;в том числе обучались:       очно;751647;77507;80725;83450;79610;80016;76684;76065;76095;73004;26776;21715;;
4;очно-заочно;2142;4;8;3;7;9;12;17;16;45;1102;8;769;142
5;заочно;513;2;;;;;;;;8;265;1;196;41
6;Численность экстернов, окончивших данный класс;5044;465;437;404;309;296;289;281;344;1246;410;524;1;38
7;из них (из стр.06)  обучались:       в форме семейного образования;4244;459;428;397;304;291;285;278;341;1197;125;139;;
8;в форме самообразования;674;;;;;;;;;;267;369;1;37
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
