;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);73943;3043;60;482;19;306;73892;44;7;483;418;57;46;;;74426;1276;48;1;8;1;11
2;в том числе:       получили аттестат об основном общем образовании;72423;3010;60;474;19;304;72376;40;7;477;414;57;44;;;72900;1168;46;1;7;1;11
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;24300;199;14;86;6;84;24284;15;1;27;16;;2;;;24327;89;1;;;;
4;получили на ГИА неудовлетворительные результаты;1429;8;;;;1;1425;4;;;;;;;;1429;102;1;;;;
5;не участвовали в ГИА;91;25;;8;;1;91;;;6;4;;2;;;97;6;1;;1;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;4120;27;1;9;;13;4120;;;8;8;5;2;;;4128;64;;;;;2
7;в IV квартале прошлого года;1166;9;;1;;1;1166;;;;;;;;;1166;7;;;;;
8;после 1 сентября текущего года;1476;13;;;;3;1475;1;;1;;;;;;1477;73;1;;;;1
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);21947;147;17;63;16;101;21753;156;38;14;14;12;;;;21961;567;5;1;3;4;5
10;в том числе:       получили аттестат о среднем общем образовании;21831;146;17;63;15;99;21651;148;32;14;14;12;;;;21845;551;5;1;3;3;5
11;получили на ГИА неудовлетворительные результаты;107;;;;1;2;94;7;6;;;;;;;107;14;;;;;
12;не участвовали в ГИА;9;1;;;;;8;1;;;;;;;;9;2;;;;1;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;3190;29;1;14;;9;3189;1;;;;;;;;3190;99;1;;1;1;3
14;в IV квартале прошлого года;248;;;;;;248;;;;;;;;;248;5;;;;;
15;после 1 сентября текущего года;25;;;;;;25;;;;;;;;;25;1;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;21817;134;15;59;15;96;21638;144;35;5;5;3;;;;21822;559;5;1;3;3;5
17;участвовали в ЕГЭ по русскому языку (из строки 16);21767;118;10;49;14;86;21588;144;35;5;5;3;;;;21772;522;4;1;2;3;5
18;из них сдали ЕГЭ;21122;111;7;46;13;80;20944;144;34;5;5;3;;;;21127;511;4;1;2;3;5
19;участвовали в ЕГЭ по математике (из строки 16);21703;115;10;46;14;86;21524;144;35;5;5;3;;;;21708;533;4;1;2;3;5
20;из них сдали ЕГЭ;20800;105;7;42;12;79;20634;137;29;5;5;3;;;;20805;505;4;1;2;3;5
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;121;12;2;4;1;5;107;11;3;9;9;9;;;;130;6;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;702;326;10;106;;9;688;10;4;237;230;8;97;7;;939;10;1;;;1;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1855;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";1335;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";59;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";40;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
